Company Code,Month year,Plant Code,GL Account Code,GL LV1 Name,FM. Loc Amt,PnL Name,Cost Center Code
1000,Apr 2024,1013,0064140110,CP KH TSCĐ,-4663875,Chi phí bán hàng,1015201013
1000,Apr 2024,1013,0064151100,CP Còn lại,-69300,Chi phí bán hàng,1015201013
1000,Apr 2024,1115,0064110100,CP Nhân viên,-120244877,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064110110,CP Nhân viên,-7893441,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064110120,CP Nhân viên,-33228558,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064110130,CP Nhân viên,-3871926,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064110150,CP Nhân viên,-12950000,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064110160,CP Nhân viên,-400000,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064110170,CP Nhân viên,-11214000,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064110180,CP Nhân viên,-1281600,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064110190,CP Nhân viên,-1922400,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064110200,CP Nhân viên,-640800,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064120120,CP vật liệu phụ,-8368540,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064120130,CP vật liệu phụ,-1275001,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064130100,CP CCDC,-1524056,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064130130,CP CCDC,-104500,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064130140,CP CCDC,-612083,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064151100,CP Còn lại,-2762060,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064171100,CP Thuê ngoài,-57750000,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064172100,"CP sửa chữa, bảo trì",-6381000,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064172110,"CP sửa chữa, bảo trì",-1040216,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064173100,CP hành chính,-13890974,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064173110,CP hành chính,-802849,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064173120,CP hành chính,-274382,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064173160,CP hành chính,-218633,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064173190,CP Còn lại,-205200,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064180210,CP chuyển tiền,-7174142,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064180250,CP Marketing & Khuyến mãi,-35640,Chi phí bán hàng,
1000,Apr 2024,1115,0064180250,CP Marketing & Khuyến mãi,35640,Chi phí bán hàng,1028101115
1000,Apr 2024,1115,0064180340,CP Còn lại,-3587905,Chi phí bán hàng,1028101115
1000,Apr 2024,1255,0064110100,CP Nhân viên,-50193989,Chi phí bán hàng,1011101255
1000,Apr 2024,1255,0064110110,CP Nhân viên,-2704918,Chi phí bán hàng,1011101255
1000,Apr 2024,1255,0064110120,CP Nhân viên,-13870644,Chi phí bán hàng,1011101255
1000,Apr 2024,1255,0064110130,CP Nhân viên,-22168626,Chi phí bán hàng,1011101255
1000,Apr 2024,1255,0064110150,CP Nhân viên,-4725000,Chi phí bán hàng,1011101255
1000,Apr 2024,1255,0064110160,CP Nhân viên,-300000,Chi phí bán hàng,1011101255
1000,Apr 2024,1255,0064110170,CP Nhân viên,-4487000,Chi phí bán hàng,1011101255
1000,Apr 2024,1255,0064110180,CP Nhân viên,-512800,Chi phí bán hàng,1011101255
1000,Apr 2024,1255,0064110190,CP Nhân viên,-769200,Chi phí bán hàng,1011101255
1000,Apr 2024,1255,0064110200,CP Nhân viên,-256400,Chi phí bán hàng,1011101255
1000,Apr 2024,1255,0064120120,CP vật liệu phụ,-4446634,Chi phí bán hàng,1011101255
1000,Apr 2024,1255,0064120130,CP vật liệu phụ,-508500,Chi phí bán hàng,1011101255
1000,Apr 2024,1255,0064120140,CP vật liệu phụ,-5891407,Chi phí bán hàng,1011101255
1000,Apr 2024,1255,0064130140,CP CCDC,-168750,Chi phí bán hàng,1011101255
1000,Apr 2024,1255,0064151100,CP Còn lại,-70000,Chi phí bán hàng,1011101255
1000,Apr 2024,1255,0064171100,CP Thuê ngoài,-48361304,Chi phí bán hàng,1011101255
1000,Apr 2024,1255,0064172100,"CP sửa chữa, bảo trì",-646654,Chi phí bán hàng,1011101255
1000,Apr 2024,1255,0064173100,CP hành chính,-4465450,Chi phí bán hàng,1011101255
1000,Apr 2024,1255,0064173110,CP hành chính,-22000,Chi phí bán hàng,1011101255
1000,Apr 2024,1255,0064173120,CP hành chính,-414919,Chi phí bán hàng,1011101255
1000,Apr 2024,1255,0064180210,CP chuyển tiền,-1051809,Chi phí bán hàng,1011101255
1000,Apr 2024,1255,0064180340,CP Còn lại,-514000,Chi phí bán hàng,1011101255
1000,Apr 2024,1256,0064110100,CP Nhân viên,-119623022,Chi phí bán hàng,1011101256
1000,Apr 2024,1256,0064110110,CP Nhân viên,-8592828,Chi phí bán hàng,1011101256
1000,Apr 2024,1256,0064110120,CP Nhân viên,-33056714,Chi phí bán hàng,1011101256
1000,Apr 2024,1256,0064110130,CP Nhân viên,-80810942,Chi phí bán hàng,1011101256
1000,Apr 2024,1256,0064110150,CP Nhân viên,-14385000,Chi phí bán hàng,1011101256
1000,Apr 2024,1256,0064110160,CP Nhân viên,-300000,Chi phí bán hàng,1011101256
1000,Apr 2024,1256,0064110170,CP Nhân viên,-13758500,Chi phí bán hàng,1011101256
1000,Apr 2024,1256,0064110180,CP Nhân viên,-1572400,Chi phí bán hàng,1011101256
1000,Apr 2024,1256,0064110190,CP Nhân viên,-2358600,Chi phí bán hàng,1011101256
1000,Apr 2024,1256,0064110200,CP Nhân viên,-786200,Chi phí bán hàng,1011101256
1000,Apr 2024,1256,0064120120,CP vật liệu phụ,-9937256,Chi phí bán hàng,1011101256
1000,Apr 2024,1256,0064120130,CP vật liệu phụ,-1031000,Chi phí bán hàng,1011101256
1000,Apr 2024,1256,0064130110,CP CCDC,-884400,Chi phí bán hàng,1011101256
