Company Code,Month year,Plant Code,GL Account Code,GL LV1 Name,FM. Loc Amt,PnL Name,Cost Center Code
1000,May 2024,1013,0064140110,CP KH TSCĐ,-4663877,Chi phí bán hàng,1015201013
1000,May 2024,1115,0064110100,CP Nhân viên,-96389700,Chi phí bán hàng,1028101115
1000,May 2024,1115,0064110110,CP Nhân viên,-3963933,Chi phí bán hàng,1028101115
1000,May 2024,1115,0064110120,CP Nhân viên,-22838905,Chi phí bán hàng,1028101115
1000,May 2024,1115,0064110130,CP Nhân viên,-1317390,Chi phí bán hàng,1028101115
1000,May 2024,1115,0064110150,CP Nhân viên,-2450000,Chi phí bán hàng,1028101115
1000,May 2024,1115,0064110170,CP Nhân viên,-6188000,Chi phí bán hàng,1028101115
1000,May 2024,1115,0064110180,CP Nhân viên,-707200,Chi phí bán hàng,1028101115
1000,May 2024,1115,0064110190,CP Nhân viên,-1060800,Chi phí bán hàng,1028101115
1000,May 2024,1115,0064110200,CP Nhân viên,-353600,Chi phí bán hàng,1028101115
1000,May 2024,1115,0064120120,CP vật liệu phụ,-2179903,Chi phí bán hàng,1028101115
1000,May 2024,1115,0064130100,CP CCDC,-1524056,Chi phí bán hàng,1028101115
1000,May 2024,1115,0064130130,CP CCDC,-104500,Chi phí bán hàng,1028101115
1000,May 2024,1115,0064130140,CP CCDC,-612084,Chi phí bán hàng,1028101115
1000,May 2024,1115,0064151100,CP Còn lại,-397318,Chi phí bán hàng,1028101115
1000,May 2024,1115,0064171100,CP Thuê ngoài,-57750000,Chi phí bán hàng,1028101115
1000,May 2024,1115,0064172100,"CP sửa chữa, bảo trì",-5359376,Chi phí bán hàng,1028101115
1000,May 2024,1115,0064172110,"CP sửa chữa, bảo trì",-1040216,Chi phí bán hàng,1028101115
1000,May 2024,1115,0064173100,CP hành chính,-3562949,Chi phí bán hàng,1028101115
1000,May 2024,1115,0064173110,CP hành chính,-881327,Chi phí bán hàng,1028101115
1000,May 2024,1115,0064173120,CP hành chính,-274382,Chi phí bán hàng,1028101115
1000,May 2024,1115,0064173160,CP hành chính,-218633,Chi phí bán hàng,1028101115
1000,May 2024,1115,0064180100,CP Còn lại,-1150000,Chi phí bán hàng,1028101115
1000,May 2024,1115,0064180210,CP chuyển tiền,-31122,Chi phí bán hàng,1028101115
1000,May 2024,1115,0064180330,CP Marketing & Khuyến mãi,-54000,Chi phí bán hàng,1028101115
1000,May 2024,1255,0064110100,CP Nhân viên,-45711809,Chi phí bán hàng,1011101255
1000,May 2024,1255,0064110110,CP Nhân viên,-2795081,Chi phí bán hàng,1011101255
1000,May 2024,1255,0064110120,CP Nhân viên,-12781968,Chi phí bán hàng,1011101255
1000,May 2024,1255,0064110130,CP Nhân viên,-22324248,Chi phí bán hàng,1011101255
1000,May 2024,1255,0064110150,CP Nhân viên,-4480000,Chi phí bán hàng,1011101255
1000,May 2024,1255,0064110160,CP Nhân viên,-300000,Chi phí bán hàng,1011101255
1000,May 2024,1255,0064110170,CP Nhân viên,-4487000,Chi phí bán hàng,1011101255
1000,May 2024,1255,0064110180,CP Nhân viên,-512800,Chi phí bán hàng,1011101255
1000,May 2024,1255,0064110190,CP Nhân viên,-769200,Chi phí bán hàng,1011101255
1000,May 2024,1255,0064110200,CP Nhân viên,-256400,Chi phí bán hàng,1011101255
1000,May 2024,1255,0064120120,CP vật liệu phụ,-2185150,Chi phí bán hàng,1011101255
1000,May 2024,1255,0064120130,CP vật liệu phụ,-1008500,Chi phí bán hàng,1011101255
1000,May 2024,1255,0064120140,CP vật liệu phụ,-5891407,Chi phí bán hàng,1011101255
1000,May 2024,1255,0064130140,CP CCDC,-168750,Chi phí bán hàng,1011101255
1000,May 2024,1255,0064151100,CP Còn lại,-11503918,Chi phí bán hàng,1011101255
1000,May 2024,1255,0064171100,CP Thuê ngoài,-48361304,Chi phí bán hàng,1011101255
