Company Code,Month year,Plant Code,GL Account Code,GL LV1 Name,FM. Loc Amt,PnL Name,Cost Center Code
1000,Jan 2022,1013,0064130110,CP CCDC,-552500,Chi phí bán hàng,1015201013
1000,Jan 2022,1013,0064130140,CP CCDC,-4387500,Chi phí bán hàng,1015201013
1000,Jan 2022,1013,0064140110,CP KH TSCĐ,-3336389,Chi phí bán hàng,1015201013
1000,Jan 2022,1013,0064140130,CP KH TSCĐ,-1533889,Chi phí bán hàng,1015201013
1000,Jan 2022,1115,0064110100,CP Nhân viên,-111131428,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064110110,CP Nhân viên,-6618000,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064110120,CP Nhân viên,-51682233,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064110130,CP Nhân viên,-95076014,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064110150,CP Nhân viên,-10140000,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064110170,CP Nhân viên,-9707000,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064110180,CP Nhân viên,-1142000,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064110190,CP Nhân viên,-1713000,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064120120,CP vật liệu phụ,-8243868,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064120130,CP vật liệu phụ,-500000,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064130110,CP CCDC,-1278335,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064130130,CP CCDC,-764167,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064130140,CP CCDC,-14224287,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064140100,CP KH TSCĐ,-24435040,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064140130,CP KH TSCĐ,-5277542,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064151100,CP Còn lại,809014,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064171100,CP Thuê ngoài,-55000000,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064173100,CP hành chính,-8184175,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064173110,CP hành chính,-1432717,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064173140,CP Còn lại,0,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064173150,CP hành chính,-130000,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064173180,CP Còn lại,-300000,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064180110,CP Còn lại,-4749001,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064180210,CP chuyển tiền,-16428666,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064180250,CP Marketing & Khuyến mãi,-250000,Chi phí bán hàng,1028101115
1000,Jan 2022,1115,0064180340,CP Còn lại,-1260287,Chi phí bán hàng,1028101115
1000,Jan 2022,1255,0064110100,CP Nhân viên,-33419130,Chi phí bán hàng,1011101255
1000,Jan 2022,1255,0064110110,CP Nhân viên,-2456000,Chi phí bán hàng,1011101255
1000,Jan 2022,1255,0064110120,CP Nhân viên,-15541735,Chi phí bán hàng,1011101255
1000,Jan 2022,1255,0064110130,CP Nhân viên,-29396488,Chi phí bán hàng,1011101255
1000,Jan 2022,1255,0064110150,CP Nhân viên,-3510000,Chi phí bán hàng,1011101255
