Company Code,Month year,Plant Code,GL Account Code,GL LV1 Name,FM. Loc Amt,PnL Name,Cost Center Code
1000,Sep 2023,1013,0064130110,CP CCDC,-1849418,Chi phí bán hàng,1015201013
1000,Sep 2023,1013,0064140110,CP KH TSCĐ,-4663875,Chi phí bán hàng,1015201013
1000,Sep 2023,1013,0064151100,CP Còn lại,-31861249,Chi phí bán hàng,1015201013
1000,Sep 2023,1115,0064110100,CP Nhân viên,-91018977,Chi phí bán hàng,1028101115
1000,Sep 2023,1115,0064110110,CP Nhân viên,-7086478,Chi phí bán hàng,1028101115
1000,Sep 2023,1115,0064110120,CP Nhân viên,-21821328,Chi phí bán hàng,1028101115
1000,Sep 2023,1115,0064110130,CP Nhân viên,-66984956,Chi phí bán hàng,1028101115
1000,Sep 2023,1115,0064110150,CP Nhân viên,-12005000,Chi phí bán hàng,1028101115
1000,Sep 2023,1115,0064110160,CP Nhân viên,-400000,Chi phí bán hàng,1028101115
1000,Sep 2023,1115,0064110170,CP Nhân viên,-11560500,Chi phí bán hàng,1028101115
1000,Sep 2023,1115,0064110180,CP Nhân viên,-1321200,Chi phí bán hàng,1028101115
1000,Sep 2023,1115,0064110190,CP Nhân viên,-1981800,Chi phí bán hàng,1028101115
1000,Sep 2023,1115,0064110200,CP Nhân viên,-660600,Chi phí bán hàng,1028101115
1000,Sep 2023,1115,0064120110,CP vật liệu phụ,-400000,Chi phí bán hàng,1028101115
1000,Sep 2023,1115,0064120120,CP vật liệu phụ,-10980981,Chi phí bán hàng,1028101115
1000,Sep 2023,1115,0064120130,CP vật liệu phụ,-1200000,Chi phí bán hàng,1028101115
1000,Sep 2023,1115,0064130130,CP CCDC,-304333,Chi phí bán hàng,1028101115
1000,Sep 2023,1115,0064130140,CP CCDC,-166250,Chi phí bán hàng,1028101115
1000,Sep 2023,1115,0064140100,CP KH TSCĐ,-24435040,Chi phí bán hàng,1028101115
1000,Sep 2023,1115,0064151100,CP Còn lại,-2991276,Chi phí bán hàng,1028101115
1000,Sep 2023,1115,0064171100,CP Thuê ngoài,-55000000,Chi phí bán hàng,1028101115
1000,Sep 2023,1115,0064172110,"CP sửa chữa, bảo trì",-2079125,Chi phí bán hàng,1028101115
1000,Sep 2023,1115,0064173100,CP hành chính,-10883385,Chi phí bán hàng,1028101115
1000,Sep 2023,1115,0064173110,CP hành chính,-775458,Chi phí bán hàng,1028101115
1000,Sep 2023,1115,0064180110,CP Còn lại,-3075000,Chi phí bán hàng,1028101115
1000,Sep 2023,1115,0064180210,CP chuyển tiền,-20458381,Chi phí bán hàng,1028101115
1000,Sep 2023,1115,0064180250,CP Marketing & Khuyến mãi,-2708546,Chi phí bán hàng,
1000,Sep 2023,1115,0064180250,CP Marketing & Khuyến mãi,2708546,Chi phí bán hàng,1028101115
1000,Sep 2023,1115,0064180340,CP Còn lại,-432624,Chi phí bán hàng,1028101115
1000,Sep 2023,1255,0064110100,CP Nhân viên,-47855293,Chi phí bán hàng,1011101255
1000,Sep 2023,1255,0064110110,CP Nhân viên,-3123288,Chi phí bán hàng,1011101255
1000,Sep 2023,1255,0064110120,CP Nhân viên,-9963707,Chi phí bán hàng,1011101255
1000,Sep 2023,1255,0064110130,CP Nhân viên,-19462921,Chi phí bán hàng,1011101255
1000,Sep 2023,1255,0064110150,CP Nhân viên,-5425000,Chi phí bán hàng,1011101255
1000,Sep 2023,1255,0064110160,CP Nhân viên,-300000,Chi phí bán hàng,1011101255
1000,Sep 2023,1255,0064110170,CP Nhân viên,-5267500,Chi phí bán hàng,1011101255
1000,Sep 2023,1255,0064110180,CP Nhân viên,-602000,Chi phí bán hàng,1011101255
1000,Sep 2023,1255,0064110190,CP Nhân viên,-903000,Chi phí bán hàng,1011101255
1000,Sep 2023,1255,0064110200,CP Nhân viên,-301000,Chi phí bán hàng,1011101255
1000,Sep 2023,1255,0064120120,CP vật liệu phụ,-3531291,Chi phí bán hàng,1011101255
1000,Sep 2023,1255,0064120130,CP vật liệu phụ,-884100,Chi phí bán hàng,1011101255
1000,Sep 2023,1255,0064120140,CP vật liệu phụ,-2918993,Chi phí bán hàng,1011101255
1000,Sep 2023,1255,0064130130,CP CCDC,-304333,Chi phí bán hàng,1011101255
1000,Sep 2023,1255,0064130140,CP CCDC,-1186250,Chi phí bán hàng,1011101255
1000,Sep 2023,1255,0064151100,CP Còn lại,-7856596,Chi phí bán hàng,1011101255
1000,Sep 2023,1255,0064171100,CP Thuê ngoài,-48361304,Chi phí bán hàng,1011101255
1000,Sep 2023,1255,0064172110,"CP sửa chữa, bảo trì",-140000,Chi phí bán hàng,1011101255
1000,Sep 2023,1255,0064173100,CP hành chính,-3490452,Chi phí bán hàng,1011101255
1000,Sep 2023,1255,0064180110,CP Còn lại,-1562500,Chi phí bán hàng,1011101255
1000,Sep 2023,1255,0064180210,CP chuyển tiền,-1768734,Chi phí bán hàng,1011101255
1000,Sep 2023,1256,0064110100,CP Nhân viên,-112884701,Chi phí bán hàng,1011101256
1000,Sep 2023,1256,0064110110,CP Nhân viên,-8446005,Chi phí bán hàng,1011101256
1000,Sep 2023,1256,0064110120,CP Nhân viên,-25195543,Chi phí bán hàng,1011101256
1000,Sep 2023,1256,0064110130,CP Nhân viên,-63399297,Chi phí bán hàng,1011101256
1000,Sep 2023,1256,0064110150,CP Nhân viên,-13405000,Chi phí bán hàng,1011101256
1000,Sep 2023,1256,0064110160,CP Nhân viên,-300000,Chi phí bán hàng,1011101256
