Company Code,Month year,Plant Code,GL Account Code,GL LV1 Name,FM. Loc Amt,PnL Name,Cost Center Code
1000,10 2024,400000,0064110100,CP Nhân viên,-361319284,Chi phí bán hàng,1015602001
1000,10 2024,400000,0064110100,CP Nhân viên,11239534,Chi phí bán hàng,1015602003
1000,10 2024,400000,0064110100,CP Nhân viên,-101351545,Chi phí bán hàng,1015606001
1000,10 2024,400000,0064110100,CP Nhân viên,-217270273,Chi phí bán hàng,1015705000
1000,10 2024,400000,0064110100,CP Nhân viên,-318091000,Chi phí bán hàng,1015708002
1000,10 2024,400000,0064110100,CP Nhân viên,-387756182,Chi phí bán hàng,1015708004
1000,10 2024,400000,0064110100,CP Nhân viên,-156402500,Chi phí bán hàng,1015709999
1000,10 2024,400000,0064110110,CP Nhân viên,-25332718,Chi phí bán hàng,1015602001
1000,10 2024,400000,0064110110,CP Nhân viên,-8801199,Chi phí bán hàng,1015606001
1000,10 2024,400000,0064110110,CP Nhân viên,-15971223,Chi phí bán hàng,1015705000
1000,10 2024,400000,0064110110,CP Nhân viên,-23818291,Chi phí bán hàng,1015708002
1000,10 2024,400000,0064110110,CP Nhân viên,-28106285,Chi phí bán hàng,1015708004
1000,10 2024,400000,0064110110,CP Nhân viên,-13313907,Chi phí bán hàng,1015709999
1000,10 2024,400000,0064110130,CP Nhân viên,-124239572,Chi phí bán hàng,1015602001
1000,10 2024,400000,0064110130,CP Nhân viên,-57380543,Chi phí bán hàng,1015709999
1000,10 2024,400000,0064110150,CP Nhân viên,-10542000,Chi phí bán hàng,1015602001
1000,10 2024,400000,0064110150,CP Nhân viên,-5187000,Chi phí bán hàng,1015606001
1000,10 2024,400000,0064110150,CP Nhân viên,-14532000,Chi phí bán hàng,1015705000
1000,10 2024,400000,0064110150,CP Nhân viên,-18081000,Chi phí bán hàng,1015708002
1000,10 2024,400000,0064110150,CP Nhân viên,-24255000,Chi phí bán hàng,1015708004
1000,10 2024,400000,0064110150,CP Nhân viên,-924000,Chi phí bán hàng,1015709999
1000,10 2024,400000,0064110160,CP Nhân viên,-3300000,Chi phí bán hàng,1015602001
1000,10 2024,400000,0064110160,CP Nhân viên,-400000,Chi phí bán hàng,1015606001
1000,10 2024,400000,0064110160,CP Nhân viên,-400000,Chi phí bán hàng,1015705000
1000,10 2024,400000,0064110160,CP Nhân viên,-400000,Chi phí bán hàng,1015708002
1000,10 2024,400000,0064110160,CP Nhân viên,-700000,Chi phí bán hàng,1015708004
1000,10 2024,400000,0064110160,CP Nhân viên,-1500000,Chi phí bán hàng,1015709999
1000,10 2024,400000,0064110170,CP Nhân viên,-31404398,Chi phí bán hàng,1015602001
1000,10 2024,400000,0064110170,CP Nhân viên,-8242483,Chi phí bán hàng,1015606001
1000,10 2024,400000,0064110170,CP Nhân viên,-19503024,Chi phí bán hàng,1015705000
1000,10 2024,400000,0064110170,CP Nhân viên,-29527067,Chi phí bán hàng,1015708002
1000,10 2024,400000,0064110170,CP Nhân viên,-38271329,Chi phí bán hàng,1015708004
1000,10 2024,400000,0064110170,CP Nhân viên,-8190000,Chi phí bán hàng,1015709999
1000,10 2024,400000,0064110180,CP Nhân viên,-3589074,Chi phí bán hàng,1015602001
1000,10 2024,400000,0064110180,CP Nhân viên,-941998,Chi phí bán hàng,1015606001
1000,10 2024,400000,0064110180,CP Nhân viên,-2228917,Chi phí bán hàng,1015705000
1000,10 2024,400000,0064110180,CP Nhân viên,-3374522,Chi phí bán hàng,1015708002
1000,10 2024,400000,0064110180,CP Nhân viên,-4373866,Chi phí bán hàng,1015708004
1000,10 2024,400000,0064110180,CP Nhân viên,-936000,Chi phí bán hàng,1015709999
1000,10 2024,400000,0064110190,CP Nhân viên,-5383611,Chi phí bán hàng,1015602001
1000,10 2024,400000,0064110190,CP Nhân viên,-1412997,Chi phí bán hàng,1015606001
1000,10 2024,400000,0064110190,CP Nhân viên,-3343375,Chi phí bán hàng,1015705000
1000,10 2024,400000,0064110190,CP Nhân viên,-5061783,Chi phí bán hàng,1015708002
1000,10 2024,400000,0064110190,CP Nhân viên,-6560799,Chi phí bán hàng,1015708004
1000,10 2024,400000,0064110190,CP Nhân viên,-1404000,Chi phí bán hàng,1015709999
1000,10 2024,400000,0064110200,CP Nhân viên,-1794537,Chi phí bán hàng,1015602001
1000,10 2024,400000,0064110200,CP Nhân viên,-470999,Chi phí bán hàng,1015606001
1000,10 2024,400000,0064110200,CP Nhân viên,-1114458,Chi phí bán hàng,1015705000
1000,10 2024,400000,0064110200,CP Nhân viên,-1687261,Chi phí bán hàng,1015708002
1000,10 2024,400000,0064110200,CP Nhân viên,-2186933,Chi phí bán hàng,1015708004
1000,10 2024,400000,0064110200,CP Nhân viên,-772000,Chi phí bán hàng,1015709999
1000,10 2024,400000,0064110220,CP Nhân viên,-2100000,Chi phí bán hàng,1015707005
1000,10 2024,400000,0064120120,CP vật liệu phụ,-3770000,Chi phí bán hàng,1015705000
1000,10 2024,400000,0064120130,CP vật liệu phụ,-342000,Chi phí bán hàng,1015602001
1000,10 2024,400000,0064120130,CP vật liệu phụ,-1373700,Chi phí bán hàng,1015606001
1000,10 2024,400000,0064120130,CP vật liệu phụ,-1950000,Chi phí bán hàng,1015705000
1000,10 2024,400000,0064120130,CP vật liệu phụ,-1879300,Chi phí bán hàng,1015707005
1000,10 2024,400000,0064120130,CP vật liệu phụ,-310000,Chi phí bán hàng,1015708002
1000,10 2024,400000,0064120130,CP vật liệu phụ,-2596500,Chi phí bán hàng,1015708004
1000,10 2024,400000,0064120130,CP vật liệu phụ,-144000,Chi phí bán hàng,1015709001
1000,10 2024,400000,0064130100,CP CCDC,-62272,Chi phí bán hàng,1015602001
1000,10 2024,400000,0064130100,CP CCDC,-60000,Chi phí bán hàng,1015708004
1000,10 2024,400000,0064130110,CP CCDC,-7186512,Chi phí bán hàng,1015602001
1000,10 2024,400000,0064130110,CP CCDC,-3632291,Chi phí bán hàng,1015606001
1000,10 2024,400000,0064130110,CP CCDC,-2539166,Chi phí bán hàng,1015705000
1000,10 2024,400000,0064130110,CP CCDC,-1525945,Chi phí bán hàng,1015707005
1000,10 2024,400000,0064130110,CP CCDC,-9039971,Chi phí bán hàng,1015708002
1000,10 2024,400000,0064130110,CP CCDC,-1997570,Chi phí bán hàng,1015708004
1000,10 2024,400000,0064130110,CP CCDC,-563750,Chi phí bán hàng,1015709001
1000,10 2024,400000,0064130130,CP CCDC,-119167,Chi phí bán hàng,1015602001
1000,10 2024,400000,0064130130,CP CCDC,-209000,Chi phí bán hàng,1015705000
1000,10 2024,400000,0064130130,CP CCDC,-209000,Chi phí bán hàng,1015705003
1000,10 2024,400000,0064130130,CP CCDC,-861208,Chi phí bán hàng,1015708004
1000,10 2024,400000,0064130130,CP CCDC,-514125,Chi phí bán hàng,1015709999
1000,10 2024,400000,0064130140,CP CCDC,-1044670,Chi phí bán hàng,1015602001
1000,10 2024,400000,0064130140,CP CCDC,-195500,Chi phí bán hàng,1015705003
1000,10 2024,400000,0064130140,CP CCDC,-88736,Chi phí bán hàng,1015707005
1000,10 2024,400000,0064130140,CP CCDC,-1175072,Chi phí bán hàng,1015708004
1000,10 2024,400000,0064130140,CP CCDC,-531250,Chi phí bán hàng,1015709999
1000,10 2024,400000,0064130150,CP CCDC,-11186626,Chi phí bán hàng,1015705003
1000,10 2024,400000,0064140100,CP KH TSCĐ,-6700000,Chi phí bán hàng,1015709999
1000,10 2024,400000,0064140110,CP KH TSCĐ,-913611,Chi phí bán hàng,1015602001
1000,10 2024,400000,0064140110,CP KH TSCĐ,-5948550,Chi phí bán hàng,1015705003
1000,10 2024,400000,0064140110,CP KH TSCĐ,-1370700,Chi phí bán hàng,1015708004
1000,10 2024,400000,0064140110,CP KH TSCĐ,-1416667,Chi phí bán hàng,1015709001
1000,10 2024,400000,0064140120,CP KH TSCĐ,-63392630,Chi phí bán hàng,1015708004
1000,10 2024,400000,0064151100,CP Còn lại,-2704016,Chi phí bán hàng,1015705003
1000,10 2024,400000,0064171100,CP Thuê ngoài,-40409160,Chi phí bán hàng,1015708004
1000,10 2024,400000,0064172100,"CP sửa chữa, bảo trì",-550000,Chi phí bán hàng,1015705000
1000,10 2024,400000,0064172100,"CP sửa chữa, bảo trì",-20136992,Chi phí bán hàng,1015708004
1000,10 2024,400000,0064172110,"CP sửa chữa, bảo trì",-1089000,Chi phí bán hàng,1015602001
1000,10 2024,400000,0064172110,"CP sửa chữa, bảo trì",-308000,Chi phí bán hàng,1015606000
