Company Code,Month year,Plant Code,GL Account Code,GL LV1 Name,FM. Loc Amt,PnL Name,Cost Center Code
1000,Mar 2023,1013,0064130100,CP CCDC,-2133333,Chi phí bán hàng,1015201013
1000,Mar 2023,1013,0064130110,CP CCDC,-383056,Chi phí bán hàng,1015201013
1000,Mar 2023,1013,0064130140,CP CCDC,-337500,Chi phí bán hàng,1015201013
1000,Mar 2023,1013,0064140110,CP KH TSCĐ,-4663875,Chi phí bán hàng,1015201013
1000,Mar 2023,1115,0064110100,CP Nhân viên,-95751502,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064110110,CP Nhân viên,-7355425,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064110120,CP Nhân viên,-46119383,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064110130,CP Nhân viên,-10992599,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064110150,CP Nhân viên,-11985000,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064110170,CP Nhân viên,-10885000,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064110180,CP Nhân viên,-1244000,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064110190,CP Nhân viên,-1866000,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064110200,CP Nhân viên,-622000,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064120120,CP vật liệu phụ,-16524777,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064120130,CP vật liệu phụ,-1272592,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064120140,CP vật liệu phụ,-15146203,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064130150,CP CCDC,-2332800,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064140100,CP KH TSCĐ,-24435040,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064151100,CP Còn lại,-4431095,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064171100,CP Thuê ngoài,-55000000,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064172110,"CP sửa chữa, bảo trì",-1420000,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064173100,CP hành chính,-8693803,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064173110,CP hành chính,-1193162,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064173140,CP Còn lại,-2000000,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064173150,CP hành chính,-200000,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064173190,CP Còn lại,-201944,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064180210,CP chuyển tiền,-19515937,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064180250,CP Marketing & Khuyến mãi,0,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064180340,CP Còn lại,-389062,Chi phí bán hàng,1028101115
1000,Mar 2023,1115,0064273110,CP hành chính,0,Chi phí quản lý,1028101115
1000,Mar 2023,1255,0064110100,CP Nhân viên,-41625000,Chi phí bán hàng,1011101255
1000,Mar 2023,1255,0064110110,CP Nhân viên,-3121658,Chi phí bán hàng,1011101255
1000,Mar 2023,1255,0064110120,CP Nhân viên,-16816925,Chi phí bán hàng,1011101255
1000,Mar 2023,1255,0064110130,CP Nhân viên,-2830659,Chi phí bán hàng,1011101255
1000,Mar 2023,1255,0064110150,CP Nhân viên,-5160000,Chi phí bán hàng,1011101255
1000,Mar 2023,1255,0064110170,CP Nhân viên,-4434500,Chi phí bán hàng,1011101255
1000,Mar 2023,1255,0064110180,CP Nhân viên,-506800,Chi phí bán hàng,1011101255
1000,Mar 2023,1255,0064110190,CP Nhân viên,-760200,Chi phí bán hàng,1011101255
1000,Mar 2023,1255,0064110200,CP Nhân viên,-253400,Chi phí bán hàng,1011101255
1000,Mar 2023,1255,0064120120,CP vật liệu phụ,-2712316,Chi phí bán hàng,1011101255
1000,Mar 2023,1255,0064120130,CP vật liệu phụ,-353000,Chi phí bán hàng,1011101255
1000,Mar 2023,1255,0064120140,CP vật liệu phụ,-4379298,Chi phí bán hàng,1011101255
1000,Mar 2023,1255,0064130140,CP CCDC,-227083,Chi phí bán hàng,1011101255
1000,Mar 2023,1255,0064130150,CP CCDC,-1749600,Chi phí bán hàng,1011101255
1000,Mar 2023,1255,0064171100,CP Thuê ngoài,-51711728,Chi phí bán hàng,1011101255
1000,Mar 2023,1255,0064173110,CP hành chính,-8287348,Chi phí bán hàng,1011101255
1000,Mar 2023,1255,0064180200,CP Marketing & Khuyến mãi,-407000,Chi phí bán hàng,1011101255
1000,Mar 2023,1255,0064180210,CP chuyển tiền,-5214011,Chi phí bán hàng,1011101255
1000,Mar 2023,1255,0064180340,CP Còn lại,-1935444,Chi phí bán hàng,1011101255
1000,Mar 2023,1255,0064273110,CP hành chính,0,Chi phí quản lý,1011101255
1000,Mar 2023,1256,0064110100,CP Nhân viên,-111541495,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064110110,CP Nhân viên,-8493618,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064110120,CP Nhân viên,-47045652,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064110130,CP Nhân viên,-9239222,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064110150,CP Nhân viên,-13305000,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064110170,CP Nhân viên,-13279000,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064110180,CP Nhân viên,-1517600,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064110190,CP Nhân viên,-2276400,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064110200,CP Nhân viên,-758800,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064120120,CP vật liệu phụ,-11240785,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064120130,CP vật liệu phụ,-1241749,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064120140,CP vật liệu phụ,-20813843,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064130100,CP CCDC,-2700000,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064130110,CP CCDC,-3654760,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064130130,CP CCDC,-12051347,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064130140,CP CCDC,-78591926,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064130150,CP CCDC,-5729861,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064140110,CP KH TSCĐ,-3486450,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064151100,CP Còn lại,-2347045,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064171100,CP Thuê ngoài,-84700000,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064172100,"CP sửa chữa, bảo trì",-59784898,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064172110,"CP sửa chữa, bảo trì",-3184729,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064173100,CP hành chính,-22595275,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064173110,CP hành chính,-379684,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064173160,CP hành chính,-2128546,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064173190,CP Còn lại,-104500,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064180110,CP Còn lại,-1996040,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064180200,CP Marketing & Khuyến mãi,-407000,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064180210,CP chuyển tiền,-17011468,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064180340,CP Còn lại,-1750192,Chi phí bán hàng,1011101256
1000,Mar 2023,1256,0064273110,CP hành chính,0,Chi phí quản lý,1011101256
1000,Mar 2023,1277,0064110100,CP Nhân viên,-94367879,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064110110,CP Nhân viên,-7640679,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064110120,CP Nhân viên,-40041823,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064110130,CP Nhân viên,-12012046,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064110150,CP Nhân viên,-11215000,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064110170,CP Nhân viên,-9100000,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064110180,CP Nhân viên,-1118000,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064110190,CP Nhân viên,-1560000,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064110200,CP Nhân viên,-520000,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064120120,CP vật liệu phụ,-13137869,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064120130,CP vật liệu phụ,-1610000,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064130100,CP CCDC,-76425,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064130130,CP CCDC,-731666,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064130140,CP CCDC,-216667,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064140110,CP KH TSCĐ,-1257025,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064151100,CP Còn lại,-3063218,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064171100,CP Thuê ngoài,-52000000,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064172100,"CP sửa chữa, bảo trì",-1100000,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064172110,"CP sửa chữa, bảo trì",-1400000,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064173100,CP hành chính,-10538945,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064173110,CP hành chính,-1678177,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064173190,CP Còn lại,-158400,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064180200,CP Marketing & Khuyến mãi,-203500,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064180210,CP chuyển tiền,-39458316,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064180250,CP Marketing & Khuyến mãi,1500000,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064180340,CP Còn lại,-807572,Chi phí bán hàng,1015101277
1000,Mar 2023,1277,0064273110,CP hành chính,0,Chi phí quản lý,1015101277
1000,Mar 2023,1278,0064110100,CP Nhân viên,-39056176,Chi phí bán hàng,1015101278
1000,Mar 2023,1278,0064110110,CP Nhân viên,-2972603,Chi phí bán hàng,1015101278
1000,Mar 2023,1278,0064110120,CP Nhân viên,-15779094,Chi phí bán hàng,1015101278
1000,Mar 2023,1278,0064110130,CP Nhân viên,-2054718,Chi phí bán hàng,1015101278
1000,Mar 2023,1278,0064110150,CP Nhân viên,-5320000,Chi phí bán hàng,1015101278
1000,Mar 2023,1278,0064110170,CP Nhân viên,-4725000,Chi phí bán hàng,1015101278
1000,Mar 2023,1278,0064110180,CP Nhân viên,-540000,Chi phí bán hàng,1015101278
1000,Mar 2023,1278,0064110190,CP Nhân viên,-810000,Chi phí bán hàng,1015101278
1000,Mar 2023,1278,0064110200,CP Nhân viên,-270000,Chi phí bán hàng,1015101278
1000,Mar 2023,1278,0064120120,CP vật liệu phụ,-8679259,Chi phí bán hàng,1015101278
1000,Mar 2023,1278,0064120130,CP vật liệu phụ,-331000,Chi phí bán hàng,1015101278
1000,Mar 2023,1278,0064120140,CP vật liệu phụ,-1342742,Chi phí bán hàng,1015101278
1000,Mar 2023,1278,0064130100,CP CCDC,-179036,Chi phí bán hàng,1015101278
1000,Mar 2023,1278,0064130140,CP CCDC,-137500,Chi phí bán hàng,1015101278
1000,Mar 2023,1278,0064130150,CP CCDC,-1166400,Chi phí bán hàng,1015101278
1000,Mar 2023,1278,0064171100,CP Thuê ngoài,-31504334,Chi phí bán hàng,1015101278
1000,Mar 2023,1278,0064173100,CP hành chính,-1742048,Chi phí bán hàng,1015101278
1000,Mar 2023,1278,0064173110,CP hành chính,-696000,Chi phí bán hàng,1015101278
1000,Mar 2023,1278,0064173180,CP Còn lại,-900000,Chi phí bán hàng,1015101278
1000,Mar 2023,1278,0064180110,CP Còn lại,-230000,Chi phí bán hàng,1015101278
1000,Mar 2023,1278,0064180210,CP chuyển tiền,-6246499,Chi phí bán hàng,1015101278
1000,Mar 2023,1278,0064180340,CP Còn lại,-333093,Chi phí bán hàng,1015101278
1000,Mar 2023,1278,0064273110,CP hành chính,0,Chi phí quản lý,1015101278
1000,Mar 2023,1279,0064110100,CP Nhân viên,-38136667,Chi phí bán hàng,1015101279
1000,Mar 2023,1279,0064110110,CP Nhân viên,-2590411,Chi phí bán hàng,1015101279
1000,Mar 2023,1279,0064110120,CP Nhân viên,-15407603,Chi phí bán hàng,1015101279
1000,Mar 2023,1279,0064110130,CP Nhân viên,-1840492,Chi phí bán hàng,1015101279
1000,Mar 2023,1279,0064110150,CP Nhân viên,-3950000,Chi phí bán hàng,1015101279
1000,Mar 2023,1279,0064110170,CP Nhân viên,-4042500,Chi phí bán hàng,1015101279
1000,Mar 2023,1279,0064110180,CP Nhân viên,-462000,Chi phí bán hàng,1015101279
1000,Mar 2023,1279,0064110190,CP Nhân viên,-693000,Chi phí bán hàng,1015101279
1000,Mar 2023,1279,0064110200,CP Nhân viên,-231000,Chi phí bán hàng,1015101279
1000,Mar 2023,1279,0064120120,CP vật liệu phụ,-3500173,Chi phí bán hàng,1015101279
1000,Mar 2023,1279,0064120130,CP vật liệu phụ,-356999,Chi phí bán hàng,1015101279
1000,Mar 2023,1279,0064120140,CP vật liệu phụ,-3399544,Chi phí bán hàng,1015101279
1000,Mar 2023,1279,0064130140,CP CCDC,-351573,Chi phí bán hàng,1015101279
1000,Mar 2023,1279,0064130150,CP CCDC,-1166400,Chi phí bán hàng,1015101279
1000,Mar 2023,1279,0064171100,CP Thuê ngoài,-23069923,Chi phí bán hàng,1015101279
1000,Mar 2023,1279,0064172100,"CP sửa chữa, bảo trì",-198000,Chi phí bán hàng,1015101279
1000,Mar 2023,1279,0064173100,CP hành chính,-1875679,Chi phí bán hàng,1015101279
1000,Mar 2023,1279,0064173110,CP hành chính,-900573,Chi phí bán hàng,1015101279
1000,Mar 2023,1279,0064180200,CP Marketing & Khuyến mãi,-407000,Chi phí bán hàng,1015101279
1000,Mar 2023,1279,0064180210,CP chuyển tiền,-4580422,Chi phí bán hàng,1015101279
1000,Mar 2023,1279,0064180340,CP Còn lại,-132600,Chi phí bán hàng,1015101279
1000,Mar 2023,1279,0064273110,CP hành chính,0,Chi phí quản lý,1015101279
1000,Mar 2023,1280,0064110100,CP Nhân viên,-44481141,Chi phí bán hàng,1016101280
1000,Mar 2023,1280,0064110110,CP Nhân viên,-2953493,Chi phí bán hàng,1016101280
1000,Mar 2023,1280,0064110120,CP Nhân viên,-17970836,Chi phí bán hàng,1016101280
1000,Mar 2023,1280,0064110130,CP Nhân viên,-1821785,Chi phí bán hàng,1016101280
1000,Mar 2023,1280,0064110150,CP Nhân viên,-5700000,Chi phí bán hàng,1016101280
1000,Mar 2023,1280,0064110170,CP Nhân viên,-4042500,Chi phí bán hàng,1016101280
1000,Mar 2023,1280,0064110180,CP Nhân viên,-462000,Chi phí bán hàng,1016101280
1000,Mar 2023,1280,0064110190,CP Nhân viên,-693000,Chi phí bán hàng,1016101280
1000,Mar 2023,1280,0064110200,CP Nhân viên,-231000,Chi phí bán hàng,1016101280
1000,Mar 2023,1280,0064120120,CP vật liệu phụ,-5469047,Chi phí bán hàng,1016101280
1000,Mar 2023,1280,0064120130,CP vật liệu phụ,-394900,Chi phí bán hàng,1016101280
1000,Mar 2023,1280,0064130140,CP CCDC,-1229999,Chi phí bán hàng,1016101280
1000,Mar 2023,1280,0064151100,CP Còn lại,-159468,Chi phí bán hàng,1016101280
1000,Mar 2023,1280,0064171100,CP Thuê ngoài,-22786302,Chi phí bán hàng,1016101280
1000,Mar 2023,1280,0064172110,"CP sửa chữa, bảo trì",-374000,Chi phí bán hàng,1016101280
1000,Mar 2023,1280,0064173100,CP hành chính,-1591128,Chi phí bán hàng,1016101280
1000,Mar 2023,1280,0064173110,CP hành chính,-1035159,Chi phí bán hàng,1016101280
1000,Mar 2023,1280,0064180210,CP chuyển tiền,-4981261,Chi phí bán hàng,1016101280
1000,Mar 2023,1280,0064180340,CP Còn lại,-575088,Chi phí bán hàng,1016101280
1000,Mar 2023,1280,0064273110,CP hành chính,0,Chi phí quản lý,1016101280
1000,Mar 2023,1294,0064110100,CP Nhân viên,-74567278,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064110110,CP Nhân viên,-5176096,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064110120,CP Nhân viên,-30023262,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064110130,CP Nhân viên,-68013479,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064110150,CP Nhân viên,-9912500,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064110170,CP Nhân viên,-7889000,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064110180,CP Nhân viên,-901600,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064110190,CP Nhân viên,-1352400,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064110200,CP Nhân viên,-450800,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064120120,CP vật liệu phụ,-18372146,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064120130,CP vật liệu phụ,-1104148,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064120140,CP vật liệu phụ,-17262099,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064130140,CP CCDC,-2052083,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064140110,CP KH TSCĐ,-2184723,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064140130,CP KH TSCĐ,-17794577,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064151100,CP Còn lại,-2261353,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064171100,CP Thuê ngoài,-54450000,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064172110,"CP sửa chữa, bảo trì",-320000,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064173100,CP hành chính,-8998627,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064173110,CP hành chính,-401529,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064173150,CP hành chính,-407000,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064173160,CP hành chính,-2200000,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064173180,CP Còn lại,-29040,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064173190,CP Còn lại,-246244,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064180110,CP Còn lại,-2325000,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064180200,CP Marketing & Khuyến mãi,-407000,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064180210,CP chuyển tiền,-21244620,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064180340,CP Còn lại,-367000,Chi phí bán hàng,1019101294
1000,Mar 2023,1294,0064273110,CP hành chính,0,Chi phí quản lý,1019101294
1000,Mar 2023,1295,0064110100,CP Nhân viên,-34763374,Chi phí bán hàng,1019101295
1000,Mar 2023,1295,0064110110,CP Nhân viên,-2619658,Chi phí bán hàng,1019101295
1000,Mar 2023,1295,0064110120,CP Nhân viên,-14044758,Chi phí bán hàng,1019101295
1000,Mar 2023,1295,0064110130,CP Nhân viên,-1578217,Chi phí bán hàng,1019101295
1000,Mar 2023,1295,0064110150,CP Nhân viên,-5095000,Chi phí bán hàng,1019101295
1000,Mar 2023,1295,0064110170,CP Nhân viên,-3832500,Chi phí bán hàng,1019101295
1000,Mar 2023,1295,0064110180,CP Nhân viên,-438000,Chi phí bán hàng,1019101295
1000,Mar 2023,1295,0064110190,CP Nhân viên,-657000,Chi phí bán hàng,1019101295
1000,Mar 2023,1295,0064110200,CP Nhân viên,-219000,Chi phí bán hàng,1019101295
1000,Mar 2023,1295,0064120120,CP vật liệu phụ,-10164618,Chi phí bán hàng,1019101295
1000,Mar 2023,1295,0064120130,CP vật liệu phụ,-127949,Chi phí bán hàng,1019101295
1000,Mar 2023,1295,0064120140,CP vật liệu phụ,-7845694,Chi phí bán hàng,1019101295
1000,Mar 2023,1295,0064130150,CP CCDC,-1991400,Chi phí bán hàng,1019101295
1000,Mar 2023,1295,0064171100,CP Thuê ngoài,-16492760,Chi phí bán hàng,1019101295
1000,Mar 2023,1295,0064172110,"CP sửa chữa, bảo trì",-80000,Chi phí bán hàng,1019101295
1000,Mar 2023,1295,0064173100,CP hành chính,-1651496,Chi phí bán hàng,1019101295
1000,Mar 2023,1295,0064173190,CP Còn lại,-179300,Chi phí bán hàng,1019101295
1000,Mar 2023,1295,0064180200,CP Marketing & Khuyến mãi,-203500,Chi phí bán hàng,1019101295
1000,Mar 2023,1295,0064180210,CP chuyển tiền,-5356511,Chi phí bán hàng,1019101295
1000,Mar 2023,1295,0064180280,CP Marketing & Khuyến mãi,0,Chi phí bán hàng,1019101295
