Company Code,Month year,Product Group 2 Code,Product Group 3 Code,Product Group 4 Code,Plant Code,Channel Description,Product Group 2 Name,Product Group 3 Name,Product Group 4 Name,SD∑ Qty,SD## Customer
1000,Feb 2023,PC,PC0,PC000,1115,Retail,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,11,10
1000,Feb 2023,PC,PC0,PC000,1255,Retail,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,1,1
1000,Feb 2023,PC,PC0,PC000,1314,Retail,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,0,1
1000,Feb 2023,PC,PC0,PC000,1316,Retail,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,8,7
1000,Feb 2023,PC,PC0,PC000,1317,Retail,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,1,1
1000,Feb 2023,PC,PC0,PC000,1370,Retail,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,1,1
1000,Feb 2023,PC,PC0,PC000,1373,Retail,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,2,2
1000,Feb 2023,PC,PC0,PC000,1376,Retail,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,1,1
1000,Feb 2023,PC,PC0,PC000,1401,Retail,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,1,1
1000,Feb 2023,PC,PC0,PC000,1447,Retail,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,2,2
1000,Feb 2023,PC,PC0,PC000,1473,Retail,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,1,1
1000,Feb 2023,PC,PC0,PC000,1489,Retail,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,1,1
1000,Feb 2023,PC,PC0,PC000,1534,Retail,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,3,3
1000,Feb 2023,PC,PC0,PC000,1548,Retail,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,1,1
1000,Feb 2023,PC,PC0,PC000,1558,Retail,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,11,10
1000,Feb 2023,PC,PCB,PCB00,1447,Retail,LOẠI KHÁC,BÁN THÀNH PHẨM,BÁN THÀNH PHẨM,1,1
1000,Feb 2023,PC,PCM,PCM00,1534,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,2,2
1000,Feb 2023,PC,PCM,PCM00,1558,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,37,5
1000,Feb 2023,PC,PCS,PCS00,1115,Retail,LOẠI KHÁC,SERVICE,SERVICE,20,13
1000,Feb 2023,PC,PCS,PCS00,1255,Retail,LOẠI KHÁC,SERVICE,SERVICE,9,8
1000,Feb 2023,PC,PCS,PCS00,1256,Retail,LOẠI KHÁC,SERVICE,SERVICE,43,30
1000,Feb 2023,PC,PCS,PCS00,1277,Online,LOẠI KHÁC,SERVICE,SERVICE,1,1
1000,Feb 2023,PC,PCS,PCS00,1277,Retail,LOẠI KHÁC,SERVICE,SERVICE,67,55
1000,Feb 2023,PC,PCS,PCS00,1278,Retail,LOẠI KHÁC,SERVICE,SERVICE,9,7
1000,Feb 2023,PC,PCS,PCS00,1279,Retail,LOẠI KHÁC,SERVICE,SERVICE,1,1
1000,Feb 2023,PC,PCS,PCS00,1280,Retail,LOẠI KHÁC,SERVICE,SERVICE,6,5
