Company Code,Month year,Product Group 2 Code,Product Group 3 Code,Product Group 4 Code,Plant Code,Channel Description,Product Group 2 Name,Product Group 3 Name,Product Group 4 Name,SD∑ Qty,SD## Customer
1000,May 2024,PC,PCB,PCB00,1405,Retail,LOẠI KHÁC,BÁN THÀNH PHẨM,BÁN THÀNH PHẨM,2,1
1000,May 2024,PC,PCM,PCM00,1013,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,276,1
1000,May 2024,PC,PCM,PCM00,1115,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,4,4
1000,May 2024,PC,PCM,PCM00,1255,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,2,2
1000,May 2024,PC,PCM,PCM00,1256,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,19,17
1000,May 2024,PC,PCM,PCM00,1277,Online,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,1,1
1000,May 2024,PC,PCM,PCM00,1277,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,9,7
1000,May 2024,PC,PCM,PCM00,1280,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,16,16
1000,May 2024,PC,PCM,PCM00,1295,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,1,1
1000,May 2024,PC,PCM,PCM00,1314,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,3,2
1000,May 2024,PC,PCM,PCM00,1316,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,11,11
1000,May 2024,PC,PCM,PCM00,1318,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,8,1
1000,May 2024,PC,PCM,PCM00,1330,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,4,2
1000,May 2024,PC,PCM,PCM00,1370,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,4,4
1000,May 2024,PC,PCM,PCM00,1373,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,2,2
1000,May 2024,PC,PCM,PCM00,1376,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,11,9
1000,May 2024,PC,PCM,PCM00,1404,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,1,1
1000,May 2024,PC,PCM,PCM00,1445,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,7,6
1000,May 2024,PC,PCM,PCM00,1447,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,9,7
1000,May 2024,PC,PCM,PCM00,1467,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,2,2
1000,May 2024,PC,PCM,PCM00,1477,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,18,16
1000,May 2024,PC,PCM,PCM00,1489,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,3,2
1000,May 2024,PC,PCM,PCM00,1504,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,9,9
1000,May 2024,PC,PCM,PCM00,1516,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,3,3
1000,May 2024,PC,PCM,PCM00,1534,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,10,7
1000,May 2024,PC,PCM,PCM00,1539,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,9,8
1000,May 2024,PC,PCM,PCM00,1541,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,2,2
1000,May 2024,PC,PCM,PCM00,1548,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,1,1
1000,May 2024,PC,PCM,PCM00,1558,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,4,3
1000,May 2024,PC,PCM,PCM00,1596,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,1,1
1000,May 2024,PC,PCM,PCM00,1617,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,92,21
1000,May 2024,PC,PCS,PCS00,1115,Retail,LOẠI KHÁC,SERVICE,SERVICE,11,6
1000,May 2024,PC,PCS,PCS00,1255,Retail,LOẠI KHÁC,SERVICE,SERVICE,30,21
1000,May 2024,PC,PCS,PCS00,1256,Online,LOẠI KHÁC,SERVICE,SERVICE,2,2
1000,May 2024,PC,PCS,PCS00,1256,Retail,LOẠI KHÁC,SERVICE,SERVICE,83.133,47
1000,May 2024,PC,PCS,PCS00,1277,Online,LOẠI KHÁC,SERVICE,SERVICE,3,1
