Company Code,Month year,Product Group 2 Code,Product Group 3 Code,Product Group 4 Code,Plant Code,Channel Description,Product Group 2 Name,Product Group 3 Name,Product Group 4 Name,SD∑ Qty,SD## Customer
1000,Apr 2023,PC,PC0,PC000,1256,Retail,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,1,1
1000,Apr 2023,PC,PC0,PC000,1370,Retail,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,2,2
1000,Apr 2023,PC,PC0,PC000,1376,Retail,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,2,1
1000,Apr 2023,PC,PCM,PCM00,1013,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,3,1
1000,Apr 2023,PC,PCM,PCM00,1256,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,1,1
1000,Apr 2023,PC,PCM,PCM00,1317,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,1,1
1000,Apr 2023,PC,PCM,PCM00,1330,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,3,8
1000,Apr 2023,PC,PCM,PCM00,1402,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,1,1
1000,Apr 2023,PC,PCM,PCM00,1445,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,1,1
1000,Apr 2023,PC,PCM,PCM00,1447,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,1,1
1000,Apr 2023,PC,PCM,PCM00,1477,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0,1
1000,Apr 2023,PC,PCM,PCM00,1489,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,1,1
1000,Apr 2023,PC,PCM,PCM00,1534,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,1,1
1000,Apr 2023,PC,PCS,PCS00,1115,Online,LOẠI KHÁC,SERVICE,SERVICE,3,3
1000,Apr 2023,PC,PCS,PCS00,1115,Retail,LOẠI KHÁC,SERVICE,SERVICE,15,13
1000,Apr 2023,PC,PCS,PCS00,1255,Retail,LOẠI KHÁC,SERVICE,SERVICE,18,15
1000,Apr 2023,PC,PCS,PCS00,1256,Retail,LOẠI KHÁC,SERVICE,SERVICE,65.038,42
1000,Apr 2023,PC,PCS,PCS00,1277,Online,LOẠI KHÁC,SERVICE,SERVICE,1,1
1000,Apr 2023,PC,PCS,PCS00,1277,Retail,LOẠI KHÁC,SERVICE,SERVICE,49,36
1000,Apr 2023,PC,PCS,PCS00,1278,Retail,LOẠI KHÁC,SERVICE,SERVICE,7,5
1000,Apr 2023,PC,PCS,PCS00,1279,Online,LOẠI KHÁC,SERVICE,SERVICE,1,1
1000,Apr 2023,PC,PCS,PCS00,1280,Retail,LOẠI KHÁC,SERVICE,SERVICE,10,10
1000,Apr 2023,PC,PCS,PCS00,1294,Retail,LOẠI KHÁC,SERVICE,SERVICE,21,12
1000,Apr 2023,PC,PCS,PCS00,1295,Retail,LOẠI KHÁC,SERVICE,SERVICE,5,5
1000,Apr 2023,PC,PCS,PCS00,1308,Online,LOẠI KHÁC,SERVICE,SERVICE,0,1
1000,Apr 2023,PC,PCS,PCS00,1308,Retail,LOẠI KHÁC,SERVICE,SERVICE,2,2
1000,Apr 2023,PC,PCS,PCS00,1314,Retail,LOẠI KHÁC,SERVICE,SERVICE,18,16
1000,Apr 2023,PC,PCS,PCS00,1316,Retail,LOẠI KHÁC,SERVICE,SERVICE,36,23
1000,Apr 2023,PC,PCS,PCS00,1317,Retail,LOẠI KHÁC,SERVICE,SERVICE,2,2
1000,Apr 2023,PC,PCS,PCS00,1318,Retail,LOẠI KHÁC,SERVICE,SERVICE,6,6
