Company Code,Month year,Product Group 2 Code,Product Group 3 Code,Product Group 4 Code,Plant Code,Channel Description,Product Group 2 Name,Product Group 3 Name,Product Group 4 Name,SD∑ Qty,SD## Customer
1000,Nov 2023,PC,PC0,PC000,1013,Retail,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,30,1
1000,Nov 2023,PC,PC0,PC000,1115,Retail,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,0,1
1000,Nov 2023,PC,PCM,PCM00,1013,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,50,1
1000,Nov 2023,PC,PCM,PCM00,1277,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,1,1
1000,Nov 2023,PC,PCM,PCM00,1317,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,1,1
1000,Nov 2023,PC,PCM,PCM00,1445,Online,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,5,3
1000,Nov 2023,PC,PCM,PCM00,1445,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,4,3
1000,Nov 2023,PC,PCM,PCM00,1596,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0,1
1000,Nov 2023,PC,PCS,PCS00,1115,Online,LOẠI KHÁC,SERVICE,SERVICE,5,5
1000,Nov 2023,PC,PCS,PCS00,1115,Retail,LOẠI KHÁC,SERVICE,SERVICE,36,30
1000,Nov 2023,PC,PCS,PCS00,1255,Retail,LOẠI KHÁC,SERVICE,SERVICE,33,18
1000,Nov 2023,PC,PCS,PCS00,1256,Online,LOẠI KHÁC,SERVICE,SERVICE,3,3
1000,Nov 2023,PC,PCS,PCS00,1256,Retail,LOẠI KHÁC,SERVICE,SERVICE,58.498000000000005,35
1000,Nov 2023,PC,PCS,PCS00,1277,Online,LOẠI KHÁC,SERVICE,SERVICE,4,4
1000,Nov 2023,PC,PCS,PCS00,1277,Retail,LOẠI KHÁC,SERVICE,SERVICE,82,65
1000,Nov 2023,PC,PCS,PCS00,1278,Online,LOẠI KHÁC,SERVICE,SERVICE,1,1
1000,Nov 2023,PC,PCS,PCS00,1278,Retail,LOẠI KHÁC,SERVICE,SERVICE,14,12
1000,Nov 2023,PC,PCS,PCS00,1280,Retail,LOẠI KHÁC,SERVICE,SERVICE,24,20
1000,Nov 2023,PC,PCS,PCS00,1294,Online,LOẠI KHÁC,SERVICE,SERVICE,2,2
1000,Nov 2023,PC,PCS,PCS00,1294,Retail,LOẠI KHÁC,SERVICE,SERVICE,15,9
1000,Nov 2023,PC,PCS,PCS00,1295,Retail,LOẠI KHÁC,SERVICE,SERVICE,6.049,5
1000,Nov 2023,PC,PCS,PCS00,1307,Online,LOẠI KHÁC,SERVICE,SERVICE,1,1
1000,Nov 2023,PC,PCS,PCS00,1307,Retail,LOẠI KHÁC,SERVICE,SERVICE,7,6
1000,Nov 2023,PC,PCS,PCS00,1308,Online,LOẠI KHÁC,SERVICE,SERVICE,3,3
1000,Nov 2023,PC,PCS,PCS00,1308,Retail,LOẠI KHÁC,SERVICE,SERVICE,4,3
1000,Nov 2023,PC,PCS,PCS00,1314,Retail,LOẠI KHÁC,SERVICE,SERVICE,61,42
1000,Nov 2023,PC,PCS,PCS00,1316,Online,LOẠI KHÁC,SERVICE,SERVICE,1,1
1000,Nov 2023,PC,PCS,PCS00,1316,Retail,LOẠI KHÁC,SERVICE,SERVICE,69,49
1000,Nov 2023,PC,PCS,PCS00,1317,Online,LOẠI KHÁC,SERVICE,SERVICE,1,1
1000,Nov 2023,PC,PCS,PCS00,1317,Retail,LOẠI KHÁC,SERVICE,SERVICE,5,5
1000,Nov 2023,PC,PCS,PCS00,1318,Retail,LOẠI KHÁC,SERVICE,SERVICE,12,12
1000,Nov 2023,PC,PCS,PCS00,1329,Online,LOẠI KHÁC,SERVICE,SERVICE,1,1
1000,Nov 2023,PC,PCS,PCS00,1329,Retail,LOẠI KHÁC,SERVICE,SERVICE,2,5
1000,Nov 2023,PC,PCS,PCS00,1330,Retail,LOẠI KHÁC,SERVICE,SERVICE,12,9
1000,Nov 2023,PC,PCS,PCS00,1370,Online,LOẠI KHÁC,SERVICE,SERVICE,5,5
1000,Nov 2023,PC,PCS,PCS00,1370,Retail,LOẠI KHÁC,SERVICE,SERVICE,26,23
1000,Nov 2023,PC,PCS,PCS00,1373,Online,LOẠI KHÁC,SERVICE,SERVICE,1,1
1000,Nov 2023,PC,PCS,PCS00,1373,Retail,LOẠI KHÁC,SERVICE,SERVICE,85.85,51
1000,Nov 2023,PC,PCS,PCS00,1376,Online,LOẠI KHÁC,SERVICE,SERVICE,1,1
