Company Code,Month year,Product Group 2 Code,Product Group 3 Code,Product Group 4 Code,Plant Code,Channel Description,Product Group 2 Name,Product Group 3 Name,Product Group 4 Name,SD∑ Qty,SD## Customer
1000,Jan 2023,PC,PC0,PC000,1404,Retail,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,2,2
1000,Jan 2023,PC,PC0,PC000,1447,Retail,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,4,1
1000,Jan 2023,PC,PC0,PC000,1493,Retail,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,6,6
1000,Jan 2023,PC,PC0,PC000,1539,Retail,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,1,1
1000,Jan 2023,PC,PCB,PCB00,1373,Retail,LOẠI KHÁC,BÁN THÀNH PHẨM,BÁN THÀNH PHẨM,1,1
1000,Jan 2023,PC,PCB,PCB00,1489,Retail,LOẠI KHÁC,BÁN THÀNH PHẨM,BÁN THÀNH PHẨM,1,1
1000,Jan 2023,PC,PCM,PCM00,1115,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,1,1
1000,Jan 2023,PC,PCM,PCM00,1255,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,2,2
1000,Jan 2023,PC,PCM,PCM00,1256,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,4,3
1000,Jan 2023,PC,PCM,PCM00,1316,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,2,2
1000,Jan 2023,PC,PCM,PCM00,1370,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,1,1
1000,Jan 2023,PC,PCM,PCM00,1376,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,9,9
1000,Jan 2023,PC,PCM,PCM00,1401,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,12,11
1000,Jan 2023,PC,PCM,PCM00,1473,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,2,1
1000,Jan 2023,PC,PCM,PCM00,1516,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,2,2
1000,Jan 2023,PC,PCM,PCM00,1534,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,3,2
1000,Jan 2023,PC,PCM,PCM00,1539,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,2,2
1000,Jan 2023,PC,PCM,PCM00,1555,Retail,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,8,1
1000,Jan 2023,PC,PCS,PCS00,1115,Online,LOẠI KHÁC,SERVICE,SERVICE,2,2
1000,Jan 2023,PC,PCS,PCS00,1115,Retail,LOẠI KHÁC,SERVICE,SERVICE,11,10
1000,Jan 2023,PC,PCS,PCS00,1255,Retail,LOẠI KHÁC,SERVICE,SERVICE,13,13
1000,Jan 2023,PC,PCS,PCS00,1256,Retail,LOẠI KHÁC,SERVICE,SERVICE,65,40
1000,Jan 2023,PC,PCS,PCS00,1277,Online,LOẠI KHÁC,SERVICE,SERVICE,1,1
1000,Jan 2023,PC,PCS,PCS00,1277,Retail,LOẠI KHÁC,SERVICE,SERVICE,52,37
1000,Jan 2023,PC,PCS,PCS00,1278,Retail,LOẠI KHÁC,SERVICE,SERVICE,7,7
1000,Jan 2023,PC,PCS,PCS00,1279,Retail,LOẠI KHÁC,SERVICE,SERVICE,1,1
1000,Jan 2023,PC,PCS,PCS00,1280,Retail,LOẠI KHÁC,SERVICE,SERVICE,19,15
1000,Jan 2023,PC,PCS,PCS00,1294,Retail,LOẠI KHÁC,SERVICE,SERVICE,12,11
1000,Jan 2023,PC,PCS,PCS00,1295,Retail,LOẠI KHÁC,SERVICE,SERVICE,5,5
1000,Jan 2023,PC,PCS,PCS00,1307,Retail,LOẠI KHÁC,SERVICE,SERVICE,1,1
1000,Jan 2023,PC,PCS,PCS00,1308,Online,LOẠI KHÁC,SERVICE,SERVICE,1,1
1000,Jan 2023,PC,PCS,PCS00,1308,Retail,LOẠI KHÁC,SERVICE,SERVICE,4,3
1000,Jan 2023,PC,PCS,PCS00,1314,Online,LOẠI KHÁC,SERVICE,SERVICE,1,1
1000,Jan 2023,PC,PCS,PCS00,1314,Retail,LOẠI KHÁC,SERVICE,SERVICE,25,15
1000,Jan 2023,PC,PCS,PCS00,1316,Retail,LOẠI KHÁC,SERVICE,SERVICE,8,7
1000,Jan 2023,PC,PCS,PCS00,1317,Retail,LOẠI KHÁC,SERVICE,SERVICE,4,4
1000,Jan 2023,PC,PCS,PCS00,1318,Retail,LOẠI KHÁC,SERVICE,SERVICE,18,16
1000,Jan 2023,PC,PCS,PCS00,1330,Online,LOẠI KHÁC,SERVICE,SERVICE,1,1
1000,Jan 2023,PC,PCS,PCS00,1330,Retail,LOẠI KHÁC,SERVICE,SERVICE,6,6
