<<<<<<< HEAD
﻿Company Code,Month year,Product Group 2 Code,Product Group 3 Code,Product Group 4 Code,Plant Code,Channel Description,FM 01_Invoices Revenue,FM 07_Gross Profit,Product Group 2 Name,Product Group 3 Name,Product Group 4 Name,GL Account Code
1000,Apr 2021,PC,PCS,PCS00,1115,Retail,1125000,202500,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Apr 2021,PC,PCS,PCS00,1115,Retail,1535328,276359,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Apr 2021,PC,PCS,PCS00,1255,Retail,618181,111273,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Apr 2021,PC,PCS,PCS00,1256,Retail,4297555,773560,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Apr 2021,PC,PCS,PCS00,1256,Retail,363327,65399,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Apr 2021,PC,PCS,PCS00,1277,Retail,2115000,380700,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Apr 2021,PC,PCS,PCS00,1278,Retail,488000,87840,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Apr 2021,PC,PCS,PCS00,1279,Retail,350000,63000,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Apr 2021,PC,PCS,PCS00,1280,Retail,400000,72000,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Apr 2021,PC,PCS,PCS00,1294,Retail,629130,113243,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Apr 2021,PC,PCS,PCS00,1314,Retail,2072763,373097,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Apr 2021,PC,PCS,PCS00,1316,Retail,1976317,355737,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Apr 2021,PC,PCS,PCS00,1316,Retail,2927273,526909,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Apr 2021,PC,PCS,PCS00,1317,Retail,610000,109800,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Apr 2021,PC,PCS,PCS00,1318,Retail,610000,109800,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Apr 2021,PC,PCS,PCS00,1330,Retail,100000,18000,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Apr 2021,PC,PCS,PCS00,1370,Retail,210000,37800,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Apr 2021,PC,PCS,PCS00,1373,Retail,1390920,250366,LOẠI KHÁC,SERVICE,SERVICE,0051131000
