Company Code,Month year,Product Group 2 Code,Product Group 3 Code,Product Group 4 Code,Plant Code,Channel Description,FM 01_Invoices Revenue,FM 07_Gross Profit,Product Group 2 Name,Product Group 3 Name,Product Group 4 Name,GL Account Code
1000,Dec 2024,PC,PC0,PC000,1013,Retail,5105588,919006,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,0051112300
1000,Dec 2024,PC,PC0,PC000,1648,Retail,180000,32400,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,0051111100
1000,Dec 2024,PC,PC0,PC000,1648,Retail,-180000,-32400,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,0051190010
1000,Dec 2024,PC,PCB,PCB00,1277,Retail,711473,128065,LOẠI KHÁC,BÁN THÀNH PHẨM,BÁN THÀNH PHẨM,0051121000
1000,Dec 2024,PC,PCM,PCM00,1013,Retail,19782362,3560825,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051112300
1000,Dec 2024,PC,PCM,PCM00,1256,Online,150000,27000,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,Dec 2024,PC,PCM,PCM00,1256,Online,-150000,-27000,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,Dec 2024,PC,PCM,PCM00,1277,Retail,129091,23236,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051112300
1000,Dec 2024,PC,PCM,PCM00,1534,Retail,317273,57109,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,Dec 2024,PC,PCM,PCM00,1634,Retail,297000,53460,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,Dec 2024,PC,PCM,PCM00,1634,Retail,-297000,-53460,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,Dec 2024,PC,PCM,PCM00,1644,Retail,248400,44712,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,Dec 2024,PC,PCM,PCM00,1644,Retail,-248400,-44712,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,Dec 2024,PC,PCM,PCM00,1647,Retail,2929632,527334,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,Dec 2024,PC,PCM,PCM00,1647,Retail,-2929632,-527334,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,Dec 2024,PC,PCM,PCM00,1648,Retail,500000,90000,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,Dec 2024,PC,PCM,PCM00,1648,Retail,787037,141667,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051112300
1000,Dec 2024,PC,PCM,PCM00,1648,Retail,-500000,-90000,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,Dec 2024,PC,PCS,PCS00,1115,Retail,4700997,,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Dec 2024,PC,PCS,PCS00,1115,Retail,1366776,,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Dec 2024,PC,PCS,PCS00,1115,Retail,689500,,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,Dec 2024,PC,PCS,PCS00,1255,Retail,3459090,,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Dec 2024,PC,PCS,PCS00,1255,Retail,155389,,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,Dec 2024,PC,PCS,PCS00,1256,Online,3429836,,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Dec 2024,PC,PCS,PCS00,1256,Online,816370,,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,Dec 2024,PC,PCS,PCS00,1256,Retail,9442091,,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Dec 2024,PC,PCS,PCS00,1256,Retail,2142178,,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Dec 2024,PC,PCS,PCS00,1256,Retail,2101046,,LOẠI KHÁC,SERVICE,SERVICE,0051141000
