<<<<<<< HEAD
﻿Company Code,Month year,Product Group 2 Code,Product Group 3 Code,Product Group 4 Code,Plant Code,Channel Description,FM 01_Invoices Revenue,FM 07_Gross Profit,Product Group 2 Name,Product Group 3 Name,Product Group 4 Name,GL Account Code
1000,May 2023,PC,PC0,PC000,1277,Retail,655364,117966,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,0051111100
1000,May 2023,PC,PCB,PCB00,1307,Retail,280000,50400,LOẠI KHÁC,BÁN THÀNH PHẨM,BÁN THÀNH PHẨM,0051121000
1000,May 2023,PC,PCB,PCB00,1532,Retail,1512000,272160,LOẠI KHÁC,BÁN THÀNH PHẨM,BÁN THÀNH PHẨM,0051121000
1000,May 2023,PC,PCM,PCM00,1013,Retail,5663636,1019454,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,May 2023,PC,PCM,PCM00,1277,Retail,3938544,708938,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,May 2023,PC,PCM,PCM00,1277,Retail,-1600000,-288000,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,May 2023,PC,PCM,PCM00,1316,Retail,545454,98182,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,May 2023,PC,PCM,PCM00,1316,Retail,-600000,-108000,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,May 2023,PC,PCM,PCM00,1370,Retail,1164090,209536,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,May 2023,PC,PCM,PCM00,1370,Retail,-1000000,-180000,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,May 2023,PC,PCM,PCM00,1373,Retail,181818,32727,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,May 2023,PC,PCM,PCM00,1373,Retail,-200000,-36000,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,May 2023,PC,PCM,PCM00,1477,Retail,363636,65454,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,May 2023,PC,PCM,PCM00,1477,Retail,-400000,-72000,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,May 2023,PC,PCM,PCM00,1493,Retail,363636,65454,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,May 2023,PC,PCM,PCM00,1493,Retail,-400000,-72000,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,May 2023,PC,PCM,PCM00,1504,Retail,181818,32727,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,May 2023,PC,PCM,PCM00,1516,Retail,200000,36000,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,May 2023,PC,PCM,PCM00,1516,Retail,-200000,-36000,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,May 2023,PC,PCM,PCM00,1548,Retail,181818,32727,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,May 2023,PC,PCM,PCM00,1548,Retail,-200000,-36000,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,May 2023,PC,PCS,PCS00,1115,Online,71655,12898,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1115,Online,238490,42928,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,May 2023,PC,PCS,PCS00,1115,Retail,813289,146392,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1115,Retail,286364,51546,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1115,Retail,802438,144439,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,May 2023,PC,PCS,PCS00,1255,Retail,1401816,252327,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1255,Retail,1464702,263646,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1256,Online,853322,153598,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1256,Retail,5252934,945528,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1256,Retail,208546,37538,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1277,Retail,4271250,768825,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1277,Retail,550625,99113,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1278,Retail,870000,156600,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1278,Retail,4152272,747409,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1280,Retail,510000,91800,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1280,Retail,1141859,205535,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1294,Retail,1906432,343158,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1295,Retail,420000,75600,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1295,Retail,45150,8127,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,May 2023,PC,PCS,PCS00,1307,Retail,113250,20385,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,May 2023,PC,PCS,PCS00,1308,Online,145436,26178,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1308,Retail,70000,12600,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1308,Retail,0,0,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1308,Retail,400000,111000,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,May 2023,PC,PCS,PCS00,1314,Retail,2610000,469800,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1314,Retail,1000000,180000,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,May 2023,PC,PCS,PCS00,1316,Online,3536151,636507,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1316,Retail,1730000,311400,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1316,Retail,1960609,352910,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1316,Retail,100000,18000,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,May 2023,PC,PCS,PCS00,1317,Online,137127,24683,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1317,Retail,102350,18423,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,May 2023,PC,PCS,PCS00,1318,Retail,370000,66600,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1318,Retail,1205779,217040,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1318,Retail,8700,2262,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,May 2023,PC,PCS,PCS00,1329,Online,90909,16364,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1330,Retail,600000,108000,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1330,Retail,531700,95706,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,May 2023,PC,PCS,PCS00,1370,Retail,2097463,377543,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1370,Retail,1000000,180000,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,May 2023,PC,PCS,PCS00,1373,Online,206282,37131,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1373,Retail,2498885,449799,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1373,Retail,154455,27802,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1373,Retail,2738204,755452,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,May 2023,PC,PCS,PCS00,1376,Online,0,0,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,May 2023,PC,PCS,PCS00,1376,Retail,1998717,359769,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1376,Retail,269721,48550,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1376,Retail,234700,42246,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,May 2023,PC,PCS,PCS00,1401,Online,1624444,292400,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1401,Retail,1290000,232200,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1401,Retail,195873,35257,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1402,Retail,270000,48600,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1402,Retail,338309,60896,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1404,Online,38147,6866,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1404,Retail,751818,135327,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1404,Retail,205800,37044,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1405,Retail,420000,75600,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1405,Retail,201170,46527,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,May 2023,PC,PCS,PCS00,1409,Retail,1036363,186545,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1445,Online,569005,102421,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1445,Retail,6589728,1186151,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1445,Retail,236363,42545,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1447,Retail,4939000,889020,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1447,Retail,1022727,184091,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1447,Retail,89500,44750,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,May 2023,PC,PCS,PCS00,1470,Retail,757000,136260,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1473,Retail,1573636,283254,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1489,Retail,2020000,363600,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1493,Retail,260000,46800,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1493,Retail,1212341,218221,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1504,Retail,3479495,626309,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1504,Retail,349873,62977,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1504,Retail,128814,23187,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,May 2023,PC,PCS,PCS00,1516,Online,460980,82976,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1516,Retail,1181818,212727,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1516,Retail,1323972,238315,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1517,Retail,2460872,442957,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1532,Retail,350000,63000,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1534,Retail,1740000,313200,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1534,Retail,181818,32727,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1534,Retail,255000,45900,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,May 2023,PC,PCS,PCS00,1539,Retail,280000,50400,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1539,Retail,36364,6546,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1539,Retail,389600,70128,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,May 2023,PC,PCS,PCS00,1541,Retail,1571638,282895,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1541,Retail,190909,34364,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1548,Online,48706,8767,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1548,Retail,905000,162900,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1548,Retail,83009,14942,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,May 2023,PC,PCS,PCS00,1555,Retail,905000,162900,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,May 2023,PC,PCS,PCS00,1558,Retail,734046,132128,LOẠI KHÁC,SERVICE,SERVICE,0051131000
