<<<<<<< HEAD
﻿Company Code,Month year,Product Group 2 Code,Product Group 3 Code,Product Group 4 Code,Plant Code,Channel Description,FM 01_Invoices Revenue,FM 07_Gross Profit,Product Group 2 Name,Product Group 3 Name,Product Group 4 Name,GL Account Code
1000,Mar 2021,PC,PCS,PCS00,1115,Retail,1066122,191902,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1255,Retail,941565,169482,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1255,Retail,363636,65454,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Mar 2021,PC,PCS,PCS00,1256,Online,174109,31340,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Mar 2021,PC,PCS,PCS00,1256,Retail,2762725,497291,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1256,Retail,4090909,736364,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Mar 2021,PC,PCS,PCS00,1277,Retail,2465000,443700,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1278,Retail,607000,109260,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1278,Retail,1259182,226653,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Mar 2021,PC,PCS,PCS00,1279,Retail,70000,12600,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1280,Retail,305000,54900,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1294,Retail,714184,128553,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1295,Retail,35000,6300,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1308,Retail,181818,32727,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Mar 2021,PC,PCS,PCS00,1314,Retail,1176588,211786,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1316,Retail,450000,81000,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1317,Retail,861700,155106,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1318,Retail,601083,108195,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1330,Retail,120000,21600,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1370,Retail,570000,102600,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1373,Online,76655,13798,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Mar 2021,PC,PCS,PCS00,1373,Retail,1465000,263700,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1373,Retail,1289673,232141,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Mar 2021,PC,PCS,PCS00,1376,Retail,736362,132545,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1376,Retail,140709,25328,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Mar 2021,PC,PCS,PCS00,1401,Retail,175000,31500,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1402,Retail,580000,104400,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1404,Retail,555000,99900,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1405,Retail,243364,43806,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Mar 2021,PC,PCS,PCS00,1409,Retail,247355,44524,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1417,Retail,85000,15300,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1445,Retail,224423,40396,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Mar 2021,PC,PCS,PCS00,1447,Online,57855,10414,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Mar 2021,PC,PCS,PCS00,1447,Retail,1484000,267120,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1447,Retail,588055,105850,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Mar 2021,PC,PCS,PCS00,1467,Retail,35000,6300,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1489,Online,233527,42035,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Mar 2021,PC,PCS,PCS00,1489,Retail,35000,6300,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PC,PCS,PCS00,1493,Retail,85000,15300,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Mar 2021,PD,PDN,PDND0,1115,Retail,1385044200,183482142,ĐÁ,ĐÁ THIÊN NHIÊN,KIM CƯƠNG,0051111100
1000,Mar 2021,PD,PDN,PDND0,1256,Retail,2737964060,286438582,ĐÁ,ĐÁ THIÊN NHIÊN,KIM CƯƠNG,0051111100
1000,Mar 2021,PD,PDN,PDND0,1277,Retail,1005390500,139080719,ĐÁ,ĐÁ THIÊN NHIÊN,KIM CƯƠNG,0051111100
1000,Mar 2021,PD,PDN,PDND0,1294,Retail,102976400,15446460,ĐÁ,ĐÁ THIÊN NHIÊN,KIM CƯƠNG,0051111100
1000,Mar 2021,PD,PDN,PDND0,1308,Retail,169641500,25446225,ĐÁ,ĐÁ THIÊN NHIÊN,KIM CƯƠNG,0051111100
1000,Mar 2021,PD,PDN,PDND0,1314,Retail,778607800,102644170,ĐÁ,ĐÁ THIÊN NHIÊN,KIM CƯƠNG,0051111100
1000,Mar 2021,PD,PDN,PDND0,1316,Retail,1364635000,154890362,ĐÁ,ĐÁ THIÊN NHIÊN,KIM CƯƠNG,0051111100
1000,Mar 2021,PD,PDN,PDND0,1317,Retail,97862800,14679420,ĐÁ,ĐÁ THIÊN NHIÊN,KIM CƯƠNG,0051111100
1000,Mar 2021,PD,PDN,PDND0,1330,Retail,414421350,39161752,ĐÁ,ĐÁ THIÊN NHIÊN,KIM CƯƠNG,0051111100
1000,Mar 2021,PD,PDN,PDND0,1370,Retail,1223083600,141834884,ĐÁ,ĐÁ THIÊN NHIÊN,KIM CƯƠNG,0051111100
1000,Mar 2021,PD,PDN,PDND0,1373,Retail,1287476650,129487018,ĐÁ,ĐÁ THIÊN NHIÊN,KIM CƯƠNG,0051111100
1000,Mar 2021,PD,PDN,PDND0,1373,Retail,,0,ĐÁ,ĐÁ THIÊN NHIÊN,KIM CƯƠNG,0052131100
1000,Mar 2021,PD,PDN,PDND0,1376,Retail,1124964600,124334422,ĐÁ,ĐÁ THIÊN NHIÊN,KIM CƯƠNG,0051111100
1000,Mar 2021,PD,PDN,PDND0,1401,Retail,216419100,32462865,ĐÁ,ĐÁ THIÊN NHIÊN,KIM CƯƠNG,0051111100
1000,Mar 2021,PD,PDN,PDND0,1404,Retail,464439800,55801910,ĐÁ,ĐÁ THIÊN NHIÊN,KIM CƯƠNG,0051111100
1000,Mar 2021,PD,PDN,PDND0,1417,Retail,162412000,12992960,ĐÁ,ĐÁ THIÊN NHIÊN,KIM CƯƠNG,0051111100
1000,Mar 2021,PD,PDN,PDND0,1445,Retail,176992540,26548881,ĐÁ,ĐÁ THIÊN NHIÊN,KIM CƯƠNG,0051111100
1000,Mar 2021,PD,PDN,PDND0,1447,Retail,340031220,38532251,ĐÁ,ĐÁ THIÊN NHIÊN,KIM CƯƠNG,0051111100
1000,Mar 2021,PD,PDN,PDND0,1473,Retail,184074200,27611130,ĐÁ,ĐÁ THIÊN NHIÊN,KIM CƯƠNG,0051111100
1000,Mar 2021,PD,PDN,PDND0,1489,Retail,43339900,6500985,ĐÁ,ĐÁ THIÊN NHIÊN,KIM CƯƠNG,0051111100
