<<<<<<< HEAD
﻿Company Code,Month year,Product Group 2 Code,Product Group 3 Code,Product Group 4 Code,Plant Code,Channel Description,FM 01_Invoices Revenue,FM 07_Gross Profit,Product Group 2 Name,Product Group 3 Name,Product Group 4 Name,GL Account Code
1000,Jun 2023,PC,PC0,PC000,1013,Retail,4587545,825758,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,0051112300
1000,Jun 2023,PC,PC0,PC000,1575,Retail,786438,141559,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,0051111100
1000,Jun 2023,PC,PC0,PC000,1575,Retail,-865080,-155714,LOẠI KHÁC,LOẠI KHÁC,LOẠI KHÁC,0051190010
1000,Jun 2023,PC,PCM,PCM00,1013,Retail,6124841,1102471,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051112300
1000,Jun 2023,PC,PCM,PCM00,1115,Retail,5278339,950101,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,Jun 2023,PC,PCM,PCM00,1115,Retail,-5806173,-1045111,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,Jun 2023,PC,PCM,PCM00,1277,Retail,1784362,321185,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,Jun 2023,PC,PCM,PCM00,1277,Retail,-1562800,-281304,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,Jun 2023,PC,PCM,PCM00,1278,Retail,363636,65454,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,Jun 2023,PC,PCM,PCM00,1278,Retail,-400000,-72000,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,Jun 2023,PC,PCM,PCM00,1314,Retail,181818,32727,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,Jun 2023,PC,PCM,PCM00,1314,Retail,-200000,-36000,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,Jun 2023,PC,PCM,PCM00,1316,Retail,10482678,1886882,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,Jun 2023,PC,PCM,PCM00,1316,Retail,-11530946,-2075570,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,Jun 2023,PC,PCM,PCM00,1402,Retail,181818,32727,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,Jun 2023,PC,PCM,PCM00,1402,Retail,-200000,-36000,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,Jun 2023,PC,PCM,PCM00,1405,Retail,9755406,1755973,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,Jun 2023,PC,PCM,PCM00,1405,Retail,-10730946,-1931570,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,Jun 2023,PC,PCM,PCM00,1447,Retail,37000,6660,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,Jun 2023,PC,PCM,PCM00,1447,Retail,-40700,-7326,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,Jun 2023,PC,PCM,PCM00,1473,Retail,218818,39387,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,Jun 2023,PC,PCM,PCM00,1473,Retail,-240700,-43326,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,Jun 2023,PC,PCM,PCM00,1477,Retail,445036,80106,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,Jun 2023,PC,PCM,PCM00,1477,Retail,-481400,-86652,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,Jun 2023,PC,PCM,PCM00,1489,Retail,400636,72114,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,Jun 2023,PC,PCM,PCM00,1489,Retail,-440700,-79326,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,Jun 2023,PC,PCM,PCM00,1493,Retail,0,0,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,Jun 2023,PC,PCM,PCM00,1493,Retail,181818,32727,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051112300
1000,Jun 2023,PC,PCM,PCM00,1493,Retail,0,0,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,Jun 2023,PC,PCM,PCM00,1534,Retail,37000,6660,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,Jun 2023,PC,PCM,PCM00,1534,Retail,-40700,-7326,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,Jun 2023,PC,PCM,PCM00,1548,Retail,363636,65454,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,Jun 2023,PC,PCM,PCM00,1548,Retail,-400000,-72000,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,Jun 2023,PC,PCM,PCM00,1558,Retail,37000,6660,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,Jun 2023,PC,PCM,PCM00,1558,Retail,-40700,-7326,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,Jun 2023,PC,PCM,PCM00,1575,Retail,1917392,345131,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051111100
1000,Jun 2023,PC,PCM,PCM00,1575,Retail,-1984932,-357288,LOẠI KHÁC,MISCELLANEOUS,BÁCH HÓA TỔNG HỢP,0051190010
1000,Jun 2023,PC,PCS,PCS00,1115,Online,1351946,243350,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1115,Retail,3443739,619873,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1115,Retail,104267,18768,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1115,Retail,2000000,360000,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,Jun 2023,PC,PCS,PCS00,1255,Retail,1152725,207491,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1255,Retail,2376323,427738,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1256,Online,960537,172897,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1256,Retail,5963455,1073422,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1256,Retail,312270,56209,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,Jun 2023,PC,PCS,PCS00,1277,Retail,9705813,1747046,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1277,Retail,981818,176727,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1278,Retail,1736056,312490,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1279,Retail,70000,12600,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1280,Retail,190000,34200,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1280,Retail,613636,110454,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1294,Online,138273,24889,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1294,Retail,1165034,209706,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1294,Retail,28900,5202,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,Jun 2023,PC,PCS,PCS00,1295,Retail,1160063,208811,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1307,Retail,59600,10728,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,Jun 2023,PC,PCS,PCS00,1308,Online,364173,65551,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1308,Retail,953149,171567,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1314,Online,181636,32694,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1314,Online,1000000,180000,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,Jun 2023,PC,PCS,PCS00,1314,Retail,2873100,517158,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1316,Online,67868,12216,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1316,Retail,4000000,720000,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1316,Retail,3545693,638225,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1316,Retail,1500000,270000,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,Jun 2023,PC,PCS,PCS00,1317,Online,96600,17388,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,Jun 2023,PC,PCS,PCS00,1317,Retail,800200,144036,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1318,Online,275055,49510,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1318,Retail,140000,25200,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1329,Online,929725,167351,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1329,Retail,1559522,280714,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1329,Retail,181818,32727,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1330,Online,56860,10235,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1330,Retail,331163,59609,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1330,Retail,1377600,247968,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,Jun 2023,PC,PCS,PCS00,1370,Online,134345,24182,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1370,Retail,460000,82800,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1370,Retail,509768,91758,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1373,Retail,3870000,696600,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1373,Retail,161309,29036,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1373,Retail,310250,151875,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,Jun 2023,PC,PCS,PCS00,1376,Retail,2672726,481091,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1376,Retail,975338,175561,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1401,Online,1291064,232392,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1401,Retail,2280000,410400,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1401,Retail,176600,31788,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1402,Online,331218,59619,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1402,Retail,310000,55800,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1402,Retail,181818,32727,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,Jun 2023,PC,PCS,PCS00,1405,Retail,70000,12600,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1405,Retail,68250,34125,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,Jun 2023,PC,PCS,PCS00,1409,Retail,2087454,375742,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1445,Online,58745,10574,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1445,Retail,1112813,200306,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1445,Retail,522182,93993,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1445,Retail,27900,5022,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,Jun 2023,PC,PCS,PCS00,1447,Online,786270,141529,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1447,Retail,3400000,612000,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1447,Retail,2195454,395182,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1470,Retail,730000,131400,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1473,Retail,2344250,421965,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1473,Retail,533414,96015,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1477,Retail,280000,50400,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1477,Retail,328230,105560,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,Jun 2023,PC,PCS,PCS00,1489,Online,221018,39783,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1489,Retail,3665000,659700,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1493,Retail,540000,97200,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1493,Retail,51909,9344,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1504,Retail,3538432,636918,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1504,Retail,5195202,935136,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1504,Retail,21950,3951,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,Jun 2023,PC,PCS,PCS00,1516,Retail,754546,135818,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1516,Retail,1513934,272508,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1517,Online,3176792,571823,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1517,Retail,3519513,633512,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1532,Online,1011968,182154,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1532,Retail,1120000,201600,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1534,Retail,1118000,201240,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1534,Retail,473700,85266,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,Jun 2023,PC,PCS,PCS00,1539,Online,1134614,204231,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1539,Retail,1124063,202331,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1541,Retail,1555000,279900,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1541,Retail,0,0,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1548,Retail,1362288,245212,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1555,Online,279041,50227,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1555,Retail,210000,37800,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1558,Retail,1787097,321677,LOẠI KHÁC,SERVICE,SERVICE,0051131000
1000,Jun 2023,PC,PCS,PCS00,1565,Online,424891,76480,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1565,Retail,0,0,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1575,Online,77091,13876,LOẠI KHÁC,SERVICE,SERVICE,0051131001
1000,Jun 2023,PC,PCS,PCS00,1575,Retail,1701190,306214,LOẠI KHÁC,SERVICE,SERVICE,0051141000
1000,Jun 2023,PD,PDN,PDND0,1115,Online,330260000,49539000,ĐÁ,ĐÁ THIÊN NHIÊN,KIM CƯƠNG,0051111100
1000,Jun 2023,PD,PDN,PDND0,1115,Retail,496564000,51675100,ĐÁ,ĐÁ THIÊN NHIÊN,KIM CƯƠNG,0051111100
