Company Code,Month year,Plant Code,GL Account Code,FM 08_Finance Income,FM 09_Finance Expenses,FM 14_Other Income,FM 15_Other Expenses
1000,Aug 2023,1013,0071100200,,,1422778,
1000,Aug 2023,1013,0081100200,,,,-4614713
1000,Aug 2023,1115,0063580000,,-5943394,,
1000,Aug 2023,1115,0071100200,,,4012525,
1000,Aug 2023,1115,0081100200,,,,-6099
1000,Aug 2023,1255,0063580000,,-2422490,,
1000,Aug 2023,1255,0081100200,,,,-300
1000,Aug 2023,1256,0063580000,,-4150962,,
1000,Aug 2023,1256,0071100200,,,5526185,
1000,Aug 2023,1256,0081100200,,,,-275641
1000,Aug 2023,1277,0063580000,,-4771764,,
1000,Aug 2023,1277,0071100200,,,1427867,
1000,Aug 2023,1277,0081100200,,,,-8466
1000,Aug 2023,1278,0071100200,,,25829,
1000,Aug 2023,1280,0071100200,,,6053,
1000,Aug 2023,1294,0071100200,,,610506,
1000,Aug 2023,1295,0071100200,,,6872,
1000,Aug 2023,1295,0081100200,,,,-300
1000,Aug 2023,1307,0063580000,,-2308316,,
1000,Aug 2023,1307,0071100200,,,201128,
1000,Aug 2023,1307,0081100200,,,,-300
1000,Aug 2023,1308,0063580000,,-1958650,,
1000,Aug 2023,1308,0071100200,,,25698,
1000,Aug 2023,1308,0081100200,,,,-4502
1000,Aug 2023,1314,0063580000,,-1696521,,
1000,Aug 2023,1314,0071100200,,,2766737,
1000,Aug 2023,1314,0081100200,,,,-300
1000,Aug 2023,1316,0063580000,,-225869,,
1000,Aug 2023,1316,0071100200,,,7581519,
1000,Aug 2023,1317,0063580000,,-8153545,,
1000,Aug 2023,1317,0071100200,,,284281,
1000,Aug 2023,1318,0063580000,,-3102972,,
1000,Aug 2023,1318,0071100200,,,112140,
1000,Aug 2023,1318,0081100200,,,,-4500
1000,Aug 2023,1329,0071100200,,,2140236,
1000,Aug 2023,1330,0063580000,,-5315016,,
1000,Aug 2023,1330,0071100200,,,555632,
1000,Aug 2023,1330,0081100200,,,,-1490
1000,Aug 2023,1370,0063580000,,-416684,,
1000,Aug 2023,1370,0071100200,,,24249,
1000,Aug 2023,1373,0063580000,,-1605002,,
1000,Aug 2023,1373,0071100200,,,1573764,
1000,Aug 2023,1373,0081100200,,,,-1562060
1000,Aug 2023,1376,0071100200,,,400,
1000,Aug 2023,1401,0063580000,,-511623,,
1000,Aug 2023,1401,0071100200,,,7764886,
1000,Aug 2023,1401,0081100200,,,,-1435487
1000,Aug 2023,1402,0071100200,,,68705,
1000,Aug 2023,1402,0081100200,,,,-1960
1000,Aug 2023,1404,0063580000,,-53755,,
1000,Aug 2023,1404,0071100200,,,318608,
1000,Aug 2023,1405,0071100200,,,3306091,
1000,Aug 2023,1405,0081100200,,,,-200
1000,Aug 2023,1409,0071100200,,,-686900,
1000,Aug 2023,1445,0063580000,,-912753,,
1000,Aug 2023,1445,0071100200,,,443266,
1000,Aug 2023,1447,0063580000,,-3836639,,
1000,Aug 2023,1447,0071100200,,,-987176,
1000,Aug 2023,1447,0081100200,,,,-2703645
1000,Aug 2023,1467,0071100200,,,1230,
1000,Aug 2023,1467,0081100200,,,,-382
1000,Aug 2023,1473,0071100200,,,633357,
1000,Aug 2023,1473,0081100200,,,,-1361
1000,Aug 2023,1477,0081100200,,,,-11669
1000,Aug 2023,1489,0071100200,,,233380,
1000,Aug 2023,1489,0081100200,,,,-680
1000,Aug 2023,1493,0063580000,,-3481429,,
1000,Aug 2023,1493,0071100200,,,7517,
1000,Aug 2023,1493,0081100200,,,,15444
1000,Aug 2023,1504,0063580000,,-2583018,,
1000,Aug 2023,1504,0071100200,,,1051379,
1000,Aug 2023,1504,0081100200,,,,-139913
1000,Aug 2023,1516,0063580000,,-1577957,,
1000,Aug 2023,1516,0071100200,,,442828,
1000,Aug 2023,1516,0081100200,,,,-27382
1000,Aug 2023,1517,0063580000,,-630650,,
1000,Aug 2023,1517,0071100200,,,2822381,
1000,Aug 2023,1517,0081100200,,,,-1397778
1000,Aug 2023,1532,0071100200,,,299076,
1000,Aug 2023,1534,0071100200,,,-403361,
1000,Aug 2023,1534,0081100200,,,,-4094970
1000,Aug 2023,1539,0063580000,,-678812,,
1000,Aug 2023,1539,0071100200,,,1036424,
1000,Aug 2023,1539,0081100200,,,,-258
1000,Aug 2023,1541,0063580000,,-2569847,,
1000,Aug 2023,1541,0071100200,,,-443785,
1000,Aug 2023,1541,0081100200,,,,-2338
1000,Aug 2023,1548,0063580000,,-930287,,
1000,Aug 2023,1548,0071100200,,,379175,
1000,Aug 2023,1548,0081100200,,,,-217450
1000,Aug 2023,1555,0071100200,,,1900100,
1000,Aug 2023,1558,0071100200,,,182881,
1000,Aug 2023,1558,0081100200,,,,-6342
1000,Aug 2023,1565,0063580000,,-2941567,,
1000,Aug 2023,1565,0071100200,,,453508,
1000,Aug 2023,1565,0081100200,,,,-366
1000,Aug 2023,1575,0071100200,,,21100,
1000,Aug 2023,1579,0063580000,,-1357998,,
1000,Aug 2023,1579,0071100200,,,154369,
1000,Aug 2023,1579,0081100200,,,,-1413
1000,Aug 2023,400000,0051510000,1617851,,,
1000,Aug 2023,400000,0071100200,,,235190,
1000,Aug 2023,400000,0081100200,,,,-2
