Company Code,Month year,Plant Code,GL Account Code,FM 08_Finance Income,FM 09_Finance Expenses,FM 14_Other Income,FM 15_Other Expenses
1000,Jan 2025,1013,0071100200,,,4633971,
1000,Jan 2025,1013,0081100200,,,,-19353306
1000,Jan 2025,1115,0063580000,,-10699958,,
1000,Jan 2025,1115,0071100200,,,6994343,
1000,Jan 2025,1115,0081100200,,,,-20035202
1000,Jan 2025,1255,0071100200,,,272555,
1000,Jan 2025,1256,0063580000,,-5621043,,
1000,Jan 2025,1256,0071100200,,,3864052,
1000,Jan 2025,1256,0081100200,,,,-10706240
1000,Jan 2025,1277,0063580000,,-16520366,,
1000,Jan 2025,1277,0071100200,,,5295308,
1000,Jan 2025,1277,0081100200,,,,-3130
1000,Jan 2025,1278,0071100200,,,558000,
1000,Jan 2025,1278,0081100200,,,,-3000450
1000,Jan 2025,1280,0071100200,,,251359,
1000,Jan 2025,1294,0063580000,,-539716,,
1000,Jan 2025,1294,0071100200,,,2434409,
1000,Jan 2025,1294,0081100200,,,,-6610
1000,Jan 2025,1295,0063580000,,-1216708,,
1000,Jan 2025,1295,0071100200,,,178510,
1000,Jan 2025,1307,0071100200,,,1690,
1000,Jan 2025,1307,0081100200,,,,-750
1000,Jan 2025,1314,0063580000,,-2566144,,
1000,Jan 2025,1314,0071100200,,,2453747,
1000,Jan 2025,1316,0063580000,,-14554225,,
1000,Jan 2025,1316,0071100200,,,15890185,
1000,Jan 2025,1316,0081100200,,,,-10207331
1000,Jan 2025,1317,0071100200,,,5402685,
1000,Jan 2025,1317,0081100200,,,,-901
1000,Jan 2025,1318,0063580000,,-1637771,,
1000,Jan 2025,1318,0071100200,,,221104,
1000,Jan 2025,1318,0081100200,,,,-10149
1000,Jan 2025,1329,0071100200,,,181577,
1000,Jan 2025,1330,0071100200,,,1875828,
1000,Jan 2025,1330,0081100200,,,,-1532289
1000,Jan 2025,1370,0063580000,,-4259651,,
1000,Jan 2025,1370,0071100200,,,6053,
1000,Jan 2025,1373,0063580000,,-1633107,,
1000,Jan 2025,1373,0071100200,,,2081513,
1000,Jan 2025,1373,0081100200,,,,-53042947
1000,Jan 2025,1376,0071100200,,,1463049,
1000,Jan 2025,1376,0081100200,,,,-1080289
1000,Jan 2025,1401,0071100200,,,1640105,
1000,Jan 2025,1401,0081100200,,,,-434812
1000,Jan 2025,1404,0071100200,,,3152832,
1000,Jan 2025,1404,0081100200,,,,-695186
1000,Jan 2025,1405,0063580000,,-2516105,,
1000,Jan 2025,1405,0071100200,,,15397,
1000,Jan 2025,1405,0081100200,,,,-5081
1000,Jan 2025,1409,0071100200,,,87827,
1000,Jan 2025,1445,0063580000,,-4181198,,
1000,Jan 2025,1445,0071100100,,,0,
1000,Jan 2025,1445,0071100200,,,3509542,
1000,Jan 2025,1445,0081100200,,,,-1883185
1000,Jan 2025,1447,0063580000,,-7845375,,
1000,Jan 2025,1447,0071100200,,,6107940,
1000,Jan 2025,1447,0081100100,,,,-1
1000,Jan 2025,1447,0081100200,,,,-5598703
1000,Jan 2025,1467,0071100200,,,813,
1000,Jan 2025,1470,0063580000,,-281050,,
1000,Jan 2025,1470,0071100200,,,2303860,
1000,Jan 2025,1473,0063580000,,-164064,,
1000,Jan 2025,1473,0071100200,,,50988,
1000,Jan 2025,1473,0081100200,,,,-5403
1000,Jan 2025,1477,0071100200,,,1162504,
1000,Jan 2025,1477,0081100200,,,,-1
1000,Jan 2025,1489,0063580000,,-8710363,,
1000,Jan 2025,1489,0071100200,,,14325,
1000,Jan 2025,1489,0081100200,,,,-281724
1000,Jan 2025,1493,0071100200,,,335400,
1000,Jan 2025,1493,0081100200,,,,-550
1000,Jan 2025,1504,0063580000,,-1952888,,
1000,Jan 2025,1504,0071100200,,,2989040,
1000,Jan 2025,1504,0081100200,,,,-4652460
1000,Jan 2025,1516,0063580000,,-4217298,,
1000,Jan 2025,1516,0071100200,,,1455555,
1000,Jan 2025,1516,0081100200,,,,-678444
1000,Jan 2025,1517,0071100200,,,1226061,
1000,Jan 2025,1517,0081100200,,,,-790652
1000,Jan 2025,1532,0063580000,,-438900,,
1000,Jan 2025,1532,0071100200,,,1283170,
1000,Jan 2025,1532,0081100200,,,,-833022
1000,Jan 2025,1534,0063580000,,-2567542,,
1000,Jan 2025,1534,0071100200,,,3735440,
1000,Jan 2025,1534,0081100200,,,,-3707274
1000,Jan 2025,1539,0063580000,,-775978,,
1000,Jan 2025,1539,0071100200,,,2233096,
1000,Jan 2025,1539,0081100200,,,,-2144183
1000,Jan 2025,1541,0063580000,,-1604168,,
1000,Jan 2025,1541,0071100200,,,3058347,
1000,Jan 2025,1541,0081100200,,,,-6610
1000,Jan 2025,1548,0063580000,,-1615099,,
1000,Jan 2025,1548,0071100200,,,2519941,
1000,Jan 2025,1548,0081100200,,,,-6724
1000,Jan 2025,1555,0071100200,,,1846300,
1000,Jan 2025,1555,0081100200,,,,-3170
1000,Jan 2025,1558,0063580000,,-2743697,,
1000,Jan 2025,1558,0071100200,,,562742,
1000,Jan 2025,1558,0081100200,,,,-692893
1000,Jan 2025,1565,0071100200,,,9520,
1000,Jan 2025,1565,0081100200,,,,-575
1000,Jan 2025,1575,0071100200,,,1222653,
1000,Jan 2025,1579,0063580000,,-1894423,,
1000,Jan 2025,1579,0071100200,,,493481,
1000,Jan 2025,1596,0063580000,,-630410,,
1000,Jan 2025,1596,0071100200,,,434131,
1000,Jan 2025,1596,0081100200,,,,-2594
1000,Jan 2025,1617,0063580000,,-6064097,,
1000,Jan 2025,1617,0071100200,,,2435068,
1000,Jan 2025,1617,0081100200,,,,-2024585
1000,Jan 2025,1627,0071100200,,,552014,
1000,Jan 2025,1627,0081100200,,,,-929873
1000,Jan 2025,1632,0071100200,,,134135,
1000,Jan 2025,1634,0063580000,,-676727,,
1000,Jan 2025,1634,0071100200,,,1003862,
1000,Jan 2025,1634,0081100200,,,,-16
1000,Jan 2025,1644,0063580000,,-2252489,,
1000,Jan 2025,1644,0071100200,,,497562,
1000,Jan 2025,1647,0063580000,,-2147523,,
1000,Jan 2025,1647,0071100200,,,529008,
1000,Jan 2025,1648,0063580000,,-6692056,,
1000,Jan 2025,1648,0071100200,,,16849,
1000,Jan 2025,1648,0081100200,,,,-45
1000,Jan 2025,400000,0051510000,2854693,,,
1000,Jan 2025,400000,0071100200,,,739725,
1000,Jan 2025,400000,0081100200,,,,-12885
