Company Code,Month year,Plant Code,GL Account Code,FM 08_Finance Income,FM 09_Finance Expenses,FM 14_Other Income,FM 15_Other Expenses
1000,Jun 2023,1013,0071100200,,,0,
1000,Jun 2023,1013,0081100200,,,,-9868563
1000,Jun 2023,1115,0063580000,,-2287593,,
1000,Jun 2023,1115,0071100200,,,9793365,
1000,Jun 2023,1115,0081100200,,,,-4216
1000,Jun 2023,1255,0063580000,,-1360640,,
1000,Jun 2023,1255,0071100200,,,0,
1000,Jun 2023,1255,0081100200,,,,-1183
1000,Jun 2023,1256,0063580000,,-1017326,,
1000,Jun 2023,1256,0071100200,,,9466840,
1000,Jun 2023,1256,0081100200,,,,-225158
1000,Jun 2023,1277,0063580000,,-1636304,,
1000,Jun 2023,1277,0071100200,,,10894270,
1000,Jun 2023,1277,0081100200,,,,-176040
1000,Jun 2023,1278,0071100200,,,1735518,
1000,Jun 2023,1279,0071100200,,,505619,
1000,Jun 2023,1279,0081100200,,,,-500
1000,Jun 2023,1294,0071100200,,,665066,
1000,Jun 2023,1295,0071100200,,,4439350,
1000,Jun 2023,1295,0081100200,,,,-1250
1000,Jun 2023,1307,0071100200,,,679449,
1000,Jun 2023,1308,0063580000,,-582087,,
1000,Jun 2023,1308,0071100200,,,10285343,
1000,Jun 2023,1308,0081100200,,,,-400
1000,Jun 2023,1314,0071100200,,,674778,
1000,Jun 2023,1316,0063580000,,-3681505,,
1000,Jun 2023,1316,0071100200,,,48384985,
1000,Jun 2023,1316,0081100200,,,,-10000
1000,Jun 2023,1317,0071100200,,,4924666,
1000,Jun 2023,1318,0063580000,,-466774,,
1000,Jun 2023,1318,0071100200,,,19514864,
1000,Jun 2023,1318,0081100200,,,,-1849
1000,Jun 2023,1329,0063580000,,-2381948,,
1000,Jun 2023,1329,0071100200,,,500,
1000,Jun 2023,1330,0063580000,,-553841,,
1000,Jun 2023,1330,0071100200,,,1233427,
1000,Jun 2023,1330,0081100200,,,,-492
1000,Jun 2023,1370,0063580000,,-888083,,
1000,Jun 2023,1370,0071100200,,,5376744,
1000,Jun 2023,1370,0081100200,,,,-100
1000,Jun 2023,1373,0063580000,,-318540,,
1000,Jun 2023,1373,0071100200,,,10230990,
1000,Jun 2023,1373,0081100200,,,,-466204
1000,Jun 2023,1376,0063580000,,-1571206,,
1000,Jun 2023,1376,0071100200,,,3533395,
1000,Jun 2023,1376,0081100200,,,,-838476
1000,Jun 2023,1401,0063580000,,-277403,,
1000,Jun 2023,1401,0071100200,,,845115,
1000,Jun 2023,1401,0081100200,,,,-50725
1000,Jun 2023,1402,0063580000,,-440851,,
1000,Jun 2023,1402,0071100200,,,10369295,
1000,Jun 2023,1402,0081100200,,,,-2381
1000,Jun 2023,1404,0071100200,,,6098264,
1000,Jun 2023,1405,0071100200,,,62116,
1000,Jun 2023,1405,0081100200,,,,-1300
1000,Jun 2023,1409,0071100200,,,3206926,
1000,Jun 2023,1445,0063580000,,-650922,,
1000,Jun 2023,1445,0071100200,,,215623,
1000,Jun 2023,1447,0063580000,,-5772166,,
1000,Jun 2023,1447,0071100200,,,4247747,
1000,Jun 2023,1447,0081100200,,,,-619555
1000,Jun 2023,1467,0071100200,,,2900000,
1000,Jun 2023,1470,0071100200,,,838000,
1000,Jun 2023,1473,0063580000,,-885674,,
1000,Jun 2023,1473,0071100200,,,22505841,
1000,Jun 2023,1473,0081100200,,,,-1148
1000,Jun 2023,1489,0063580000,,-519523,,
1000,Jun 2023,1489,0071100200,,,3058289,
1000,Jun 2023,1489,0081100200,,,,-701
1000,Jun 2023,1493,0063580000,,-96426,,
1000,Jun 2023,1493,0071100200,,,12146,
1000,Jun 2023,1493,0081100200,,,,-598
1000,Jun 2023,1504,0063580000,,-9523208,,
1000,Jun 2023,1504,0071100200,,,3624208,
1000,Jun 2023,1504,0081100200,,,,-151334
1000,Jun 2023,1516,0063580000,,-2370072,,
1000,Jun 2023,1516,0071100200,,,1000280,
1000,Jun 2023,1517,0063580000,,-4728043,,
1000,Jun 2023,1517,0071100200,,,9681116,
1000,Jun 2023,1517,0081100200,,,,0
1000,Jun 2023,1532,0071100200,,,511296,
1000,Jun 2023,1534,0071100200,,,10898406,
1000,Jun 2023,1534,0081100200,,,,-3608183
1000,Jun 2023,1539,0063580000,,-1482484,,
1000,Jun 2023,1539,0071100200,,,477788,
1000,Jun 2023,1541,0071100200,,,554910,
1000,Jun 2023,1541,0081100200,,,,-3462
1000,Jun 2023,1548,0071100200,,,2382086,
1000,Jun 2023,1548,0081100200,,,,-3352
1000,Jun 2023,1555,0071100200,,,1183,
1000,Jun 2023,1555,0081100200,,,,-300
1000,Jun 2023,1558,0071100200,,,198481,
1000,Jun 2023,1558,0081100200,,,,-19022
1000,Jun 2023,1565,0071100200,,,9719,
1000,Jun 2023,1565,0081100200,,,,-304
1000,Jun 2023,1575,0071100200,,,83738,
1000,Jun 2023,1575,0081100200,,,,-24
1000,Jun 2023,400000,0051510000,1517556,,,
1000,Jun 2023,400000,0071100200,,,2095,
1000,Jun 2023,400000,0081100200,,,,-2694473
