Company Code,Month year,Plant Code,GL Account Code,FM 08_Finance Income,FM 09_Finance Expenses,FM 14_Other Income,FM 15_Other Expenses
1000,Apr 2023,1013,0071100200,,,1221418,
1000,Apr 2023,1013,0081100200,,,,-6258136
1000,Apr 2023,1115,0063580000,,-4788268,,
1000,Apr 2023,1115,0071100200,,,2208574,
1000,Apr 2023,1115,0081100200,,,,-6067
1000,Apr 2023,1255,0063580000,,-201813,,
1000,Apr 2023,1255,0071100200,,,2872,
1000,Apr 2023,1255,0081100200,,,,-1240
1000,Apr 2023,1256,0063580000,,-2078645,,
1000,Apr 2023,1256,0071100200,,,1493929,
1000,Apr 2023,1256,0081100200,,,,-341907
1000,Apr 2023,1277,0063580000,,-461593,,
1000,Apr 2023,1277,0071100200,,,1853644,
1000,Apr 2023,1277,0081100200,,,,-5856
1000,Apr 2023,1278,0063580000,,-742577,,
1000,Apr 2023,1278,0071100200,,,1910,
1000,Apr 2023,1279,0071100200,,,8626,
1000,Apr 2023,1279,0081100200,,,,-100
1000,Apr 2023,1280,0063580000,,-581196,,
1000,Apr 2023,1280,0071100200,,,1834,
1000,Apr 2023,1294,0071100200,,,1474141,
1000,Apr 2023,1295,0071100200,,,2958,
1000,Apr 2023,1307,0071100200,,,1512105,
1000,Apr 2023,1307,0081100200,,,,-70
1000,Apr 2023,1308,0063580000,,-396854,,
1000,Apr 2023,1308,0071100200,,,337470,
1000,Apr 2023,1308,0081100200,,,,-1408
1000,Apr 2023,1314,0071100200,,,222732,
1000,Apr 2023,1314,0081100200,,,,-4800000
1000,Apr 2023,1316,0071100200,,,4006337,
1000,Apr 2023,1317,0063580000,,-337744,,
1000,Apr 2023,1317,0071100200,,,526760,
1000,Apr 2023,1318,0063580000,,-8151000,,
1000,Apr 2023,1318,0071100200,,,7823,
1000,Apr 2023,1318,0081100200,,,,-1755
1000,Apr 2023,1330,0071100200,,,578948,
1000,Apr 2023,1330,0081100200,,,,-392850
1000,Apr 2023,1370,0063580000,,-1610688,,
1000,Apr 2023,1370,0071100200,,,450025,
1000,Apr 2023,1370,0081100200,,,,-148000
1000,Apr 2023,1373,0063580000,,-901324,,
1000,Apr 2023,1373,0071100200,,,7478852,
1000,Apr 2023,1373,0081100200,,,,-305851
1000,Apr 2023,1376,0063580000,,-6215886,,
1000,Apr 2023,1376,0071100200,,,909254,
1000,Apr 2023,1376,0081100200,,,,-1190495
1000,Apr 2023,1401,0071100200,,,869829,
1000,Apr 2023,1402,0071100200,,,860,
1000,Apr 2023,1402,0081100200,,,,-29
1000,Apr 2023,1404,0071100200,,,547507,
1000,Apr 2023,1405,0071100200,,,200,
1000,Apr 2023,1409,0071100200,,,5264,
1000,Apr 2023,1445,0063580000,,-1913591,,
1000,Apr 2023,1445,0071100200,,,614172,
1000,Apr 2023,1447,0063580000,,-5428831,,
1000,Apr 2023,1447,0071100200,,,1447781,
1000,Apr 2023,1447,0081100200,,,,-281318
1000,Apr 2023,1467,0071100200,,,2136130,
1000,Apr 2023,1470,0071100200,,,161804,
1000,Apr 2023,1470,0081100200,,,,-500
1000,Apr 2023,1473,0071100200,,,13314,
1000,Apr 2023,1473,0081100200,,,,-2190
1000,Apr 2023,1489,0063580000,,-3925030,,
1000,Apr 2023,1489,0071100200,,,246913,
1000,Apr 2023,1489,0081100200,,,,-1230
1000,Apr 2023,1493,0063580000,,-188870,,
1000,Apr 2023,1493,0071100200,,,25198,
1000,Apr 2023,1504,0063580000,,-56661,,
1000,Apr 2023,1504,0071100200,,,517732,
1000,Apr 2023,1516,0063580000,,-2776340,,
1000,Apr 2023,1516,0071100200,,,262944,
1000,Apr 2023,1517,0071100200,,,116198,
1000,Apr 2023,1532,0063580000,,-357977,,
1000,Apr 2023,1532,0071100200,,,100,
1000,Apr 2023,1534,0063580000,,-279912,,
1000,Apr 2023,1534,0071100200,,,805139,
1000,Apr 2023,1539,0071100200,,,518329,
1000,Apr 2023,1541,0071100200,,,2692303,
1000,Apr 2023,1541,0081100200,,,,-140617
1000,Apr 2023,1548,0071100200,,,192359,
1000,Apr 2023,1548,0081100200,,,,-1224
1000,Apr 2023,1555,0071100200,,,232200,
1000,Apr 2023,1558,0071100200,,,960646,
1000,Apr 2023,1558,0081100200,,,,-47652
1000,Apr 2023,1565,0071100200,,,41480,
1000,Apr 2023,1565,0081100200,,,,-900
1000,Apr 2023,400000,0051510000,1384927,,,
1000,Apr 2023,400000,0071100200,,,5020,
