Company Code,Month year,Plant Code,GL Account Code,FM 08_Finance Income,FM 09_Finance Expenses,FM 14_Other Income,FM 15_Other Expenses
1000,May 2023,1013,0071100200,,,880989,
1000,May 2023,1013,0081100200,,,,-4806374
1000,May 2023,1115,0063580000,,-7253153,,
1000,May 2023,1115,0071100200,,,1543794,
1000,May 2023,1115,0081100200,,,,-5165
1000,May 2023,1255,0063580000,,-2058966,,
1000,May 2023,1255,0071100200,,,86840,
1000,May 2023,1255,0081100200,,,,-776
1000,May 2023,1256,0063580000,,-4779976,,
1000,May 2023,1256,0071100200,,,1684016,
1000,May 2023,1256,0081100200,,,,-172023
1000,May 2023,1277,0063580000,,-3733851,,
1000,May 2023,1277,0071100200,,,2708744,
1000,May 2023,1277,0081100200,,,,-6570
1000,May 2023,1278,0063580000,,-6305739,,
1000,May 2023,1278,0071100200,,,254498,
1000,May 2023,1279,0071100200,,,600,
1000,May 2023,1279,0081100200,,,,-300
1000,May 2023,1280,0063580000,,-1921357,,
1000,May 2023,1280,0071100200,,,2800,
1000,May 2023,1294,0071100200,,,1692735,
1000,May 2023,1295,0063580000,,-644575,,
1000,May 2023,1295,0071100200,,,700,
1000,May 2023,1295,0081100200,,,,-700
1000,May 2023,1307,0071100200,,,78101,
1000,May 2023,1308,0063580000,,-677019,,
1000,May 2023,1308,0071100200,,,16000,
1000,May 2023,1308,0081100200,,,,-979
1000,May 2023,1314,0071100200,,,184432,
1000,May 2023,1316,0063580000,,-4210031,,
1000,May 2023,1316,0071100200,,,3033027,
1000,May 2023,1317,0063580000,,-227685,,
1000,May 2023,1317,0071100200,,,243323,
1000,May 2023,1318,0063580000,,-4065705,,
1000,May 2023,1318,0071100200,,,193333,
1000,May 2023,1318,0081100200,,,,-3394
1000,May 2023,1329,0063580000,,-423190,,
1000,May 2023,1329,0071100200,,,700,
1000,May 2023,1330,0071100200,,,7309625,
1000,May 2023,1330,0081100200,,,,-108
1000,May 2023,1370,0063580000,,-4198530,,
1000,May 2023,1370,0071100200,,,10882,
1000,May 2023,1373,0063580000,,-604028,,
1000,May 2023,1373,0071100200,,,2000430,
1000,May 2023,1373,0081100200,,,,-240000
1000,May 2023,1376,0063580000,,-980403,,
1000,May 2023,1376,0071100200,,,765342,
1000,May 2023,1376,0081100200,,,,-501707
1000,May 2023,1401,0063580000,,-921743,,
1000,May 2023,1401,0071100200,,,684271,
1000,May 2023,1402,0063580000,,-1574859,,
1000,May 2023,1402,0071100200,,,304250,
1000,May 2023,1402,0081100200,,,,-700
1000,May 2023,1404,0063580000,,-653921,,
1000,May 2023,1404,0071100200,,,713961,
1000,May 2023,1404,0081100200,,,,-6000000
1000,May 2023,1405,0071100200,,,190229,
1000,May 2023,1445,0063580000,,-2122206,,
1000,May 2023,1445,0071100200,,,590737,
1000,May 2023,1447,0071100200,,,100751,
1000,May 2023,1447,0081100200,,,,-215000
1000,May 2023,1467,0071100200,,,148000,
1000,May 2023,1473,0071100200,,,566689,
1000,May 2023,1473,0081100200,,,,-1700
1000,May 2023,1489,0071100200,,,260754,
1000,May 2023,1489,0081100200,,,,-200
1000,May 2023,1493,0063580000,,-1966580,,
1000,May 2023,1493,0071100200,,,11270,
1000,May 2023,1504,0063580000,,-3614155,,
1000,May 2023,1504,0071100200,,,480682,
1000,May 2023,1504,0081100200,,,,-13514
1000,May 2023,1516,0063580000,,-1812581,,
1000,May 2023,1516,0071100200,,,2895849,
1000,May 2023,1517,0071100200,,,140710,
1000,May 2023,1532,0071100200,,,36394,
1000,May 2023,1532,0081100200,,,,-193
1000,May 2023,1534,0063580000,,-601960,,
1000,May 2023,1534,0071100200,,,-3736127,
1000,May 2023,1534,0081100200,,,,-1434
1000,May 2023,1539,0063580000,,-164428,,
1000,May 2023,1539,0071100200,,,79596,
1000,May 2023,1539,0081100200,,,,-13094
1000,May 2023,1541,0063580000,,-1012904,,
1000,May 2023,1541,0071100200,,,148406,
1000,May 2023,1541,0081100200,,,,-15000294
1000,May 2023,1548,0063580000,,-332180,,
1000,May 2023,1548,0071100200,,,727727,
1000,May 2023,1548,0081100200,,,,-1650
1000,May 2023,1555,0071100200,,,80000,
1000,May 2023,1558,0071100200,,,229625,
1000,May 2023,1558,0081100200,,,,-78587
1000,May 2023,1565,0071100200,,,118744,
1000,May 2023,400000,0051510000,1601556,,,
1000,May 2023,400000,0071100200,,,1340,
1000,May 2023,400000,0081100200,,,,-10
