Company Code,Month year,Plant Code,GL Account Code,FM 08_Finance Income,FM 09_Finance Expenses,FM 14_Other Income,FM 15_Other Expenses
1000,Sep 2023,1013,0071100200,,,1154607,
1000,Sep 2023,1013,0081100200,,,,-29834055
1000,Sep 2023,1115,0063580000,,-950874,,
1000,Sep 2023,1115,0071100200,,,3601927,
1000,Sep 2023,1115,0081100200,,,,-2490
1000,Sep 2023,1255,0063580000,,-167155,,
1000,Sep 2023,1255,0071100200,,,100,
1000,Sep 2023,1255,0081100200,,,,-670
1000,Sep 2023,1256,0063580000,,-5251267,,
1000,Sep 2023,1256,0071100200,,,1260040,
1000,Sep 2023,1256,0081100200,,,,-1213188
1000,Sep 2023,1277,0063580000,,-3330093,,
1000,Sep 2023,1277,0071100200,,,2340165,
1000,Sep 2023,1277,0081100200,,,,-129015208
1000,Sep 2023,1278,0071100200,,,8812,
1000,Sep 2023,1278,0081100200,,,,-660
1000,Sep 2023,1280,0071100200,,,4146,
1000,Sep 2023,1294,0071100200,,,380407,
1000,Sep 2023,1294,0081100200,,,,-100
1000,Sep 2023,1295,0071100200,,,4149,
1000,Sep 2023,1295,0081100200,,,,-500
1000,Sep 2023,1307,0071100200,,,7390,
1000,Sep 2023,1307,0081100200,,,,-360
1000,Sep 2023,1308,0071100200,,,1741,
1000,Sep 2023,1308,0081100200,,,,-5567
1000,Sep 2023,1314,0071100200,,,248025,
1000,Sep 2023,1314,0081100200,,,,-448
1000,Sep 2023,1316,0063580000,,-5624882,,
1000,Sep 2023,1316,0071100200,,,6815184,
1000,Sep 2023,1317,0063580000,,-2308337,,
1000,Sep 2023,1317,0071100200,,,2516774,
1000,Sep 2023,1318,0063580000,,-374302,,
1000,Sep 2023,1318,0071100200,,,89590,
1000,Sep 2023,1318,0081100200,,,,-1710
1000,Sep 2023,1329,0071100200,,,4910693,
1000,Sep 2023,1329,0081100200,,,,-340
1000,Sep 2023,1330,0063580000,,-509898,,
1000,Sep 2023,1330,0071100200,,,526938,
1000,Sep 2023,1330,0081100200,,,,-11
1000,Sep 2023,1370,0063580000,,-4839612,,
1000,Sep 2023,1370,0071100200,,,580682,
1000,Sep 2023,1370,0081100200,,,,-70
1000,Sep 2023,1373,0063580000,,-6361391,,
1000,Sep 2023,1373,0071100200,,,1238506,
1000,Sep 2023,1373,0081100200,,,,-460815
1000,Sep 2023,1376,0063580000,,-1640316,,
1000,Sep 2023,1376,0071100200,,,553872,
1000,Sep 2023,1401,0071100200,,,240210,
1000,Sep 2023,1401,0081100200,,,,-6224
1000,Sep 2023,1402,0071100200,,,108639,
1000,Sep 2023,1402,0081100200,,,,-2464
1000,Sep 2023,1404,0071100200,,,274483,
1000,Sep 2023,1405,0071100200,,,976657,
1000,Sep 2023,1405,0081100200,,,,-1600
1000,Sep 2023,1409,0071100200,,,15560,
1000,Sep 2023,1409,0081100200,,,,-3790300
1000,Sep 2023,1445,0071100200,,,357252,
1000,Sep 2023,1447,0063580000,,-3892217,,
1000,Sep 2023,1447,0071100200,,,271231,
1000,Sep 2023,1447,0081100200,,,,-1362
1000,Sep 2023,1467,0071100200,,,1400,
1000,Sep 2023,1470,0071100200,,,3860254,
1000,Sep 2023,1470,0081100200,,,,-1001100
1000,Sep 2023,1473,0071100200,,,884937,
1000,Sep 2023,1473,0081100200,,,,-159067
1000,Sep 2023,1477,0071100200,,,7056176,
1000,Sep 2023,1489,0071100200,,,146727,
1000,Sep 2023,1489,0081100200,,,,-100
1000,Sep 2023,1493,0063580000,,-2639776,,
1000,Sep 2023,1493,0071100200,,,75865,
1000,Sep 2023,1493,0081100200,,,,-2000
1000,Sep 2023,1504,0063580000,,-2303146,,
1000,Sep 2023,1504,0071100200,,,597138,
1000,Sep 2023,1504,0081100200,,,,-184877
1000,Sep 2023,1516,0063580000,,-755888,,
1000,Sep 2023,1516,0071100200,,,495534,
1000,Sep 2023,1516,0081100200,,,,27292
1000,Sep 2023,1517,0071100200,,,234015,
1000,Sep 2023,1517,0081100200,,,,-655161
1000,Sep 2023,1532,0071100200,,,244487,
1000,Sep 2023,1532,0081100200,,,,-611585
1000,Sep 2023,1534,0063580000,,-982974,,
1000,Sep 2023,1534,0071100200,,,1738567,
1000,Sep 2023,1534,0081100200,,,,-2658252
1000,Sep 2023,1539,0063580000,,-440990,,
1000,Sep 2023,1539,0071100200,,,473283,
1000,Sep 2023,1539,0081100200,,,,-1278380
1000,Sep 2023,1541,0063580000,,-1293198,,
1000,Sep 2023,1541,0071100200,,,170574,
1000,Sep 2023,1541,0081100200,,,,-1540
1000,Sep 2023,1548,0063580000,,-468754,,
1000,Sep 2023,1548,0071100200,,,304070,
1000,Sep 2023,1548,0081100200,,,,-902
1000,Sep 2023,1555,0063580000,,-171093,,
1000,Sep 2023,1558,0071100200,,,134280,
1000,Sep 2023,1565,0071100200,,,1300,
1000,Sep 2023,1565,0081100200,,,,-860
1000,Sep 2023,1575,0071100200,,,406012,
1000,Sep 2023,1579,0071100200,,,451190,
1000,Sep 2023,1579,0081100200,,,,-350
1000,Sep 2023,400000,0051510000,1673249,,,
1000,Sep 2023,400000,0071100200,,,220180,
1000,Sep 2023,400000,0081100200,,,,-290116
