Company Code,Month year,Plant Code,GL Account Code,FM 08_Finance Income,FM 09_Finance Expenses,FM 14_Other Income,FM 15_Other Expenses
1000,Oct 2023,1013,0071100200,,,3507400,
1000,Oct 2023,1013,0081100200,,,,0
1000,Oct 2023,1115,0063580000,,-5269035,,
1000,Oct 2023,1115,0071100200,,,21067671,
1000,Oct 2023,1115,0081100200,,,,-4060
1000,Oct 2023,1255,0063580000,,-1747553,,
1000,Oct 2023,1255,0071100200,,,2465640,
1000,Oct 2023,1255,0081100200,,,,-1092
1000,Oct 2023,1256,0063580000,,-5419920,,
1000,Oct 2023,1256,0071100200,,,8891834,
1000,Oct 2023,1256,0081100200,,,,-472419
1000,Oct 2023,1277,0063580000,,-899991,,
1000,Oct 2023,1277,0071100200,,,23773545,
1000,Oct 2023,1277,0081100200,,,,-483756
1000,Oct 2023,1278,0063580000,,-1252690,,
1000,Oct 2023,1278,0071100200,,,2102830,
1000,Oct 2023,1278,0081100200,,,,-1930
1000,Oct 2023,1280,0071100200,,,2390668,
1000,Oct 2023,1294,0071100200,,,4109080,
1000,Oct 2023,1294,0081100200,,,,-433000
1000,Oct 2023,1295,0063580000,,-3558922,,
1000,Oct 2023,1295,0071100200,,,503530,
1000,Oct 2023,1295,0081100200,,,,-70
1000,Oct 2023,1307,0063580000,,-585723,,
1000,Oct 2023,1307,0071100200,,,1216612,
1000,Oct 2023,1307,0081100200,,,,-800
1000,Oct 2023,1308,0063580000,,-379993,,
1000,Oct 2023,1308,0071100200,,,488760,
1000,Oct 2023,1308,0081100200,,,,-15047
1000,Oct 2023,1314,0063580000,,-220000,,
1000,Oct 2023,1314,0071100200,,,2090432,
1000,Oct 2023,1314,0081100200,,,,-216300
1000,Oct 2023,1316,0063580000,,-15605181,,
1000,Oct 2023,1316,0071100100,,,4050000,
1000,Oct 2023,1316,0071100200,,,8301767,
1000,Oct 2023,1317,0071100200,,,695165,
1000,Oct 2023,1318,0063580000,,-1983757,,
1000,Oct 2023,1318,0071100200,,,731417,
1000,Oct 2023,1318,0081100200,,,,-3242
1000,Oct 2023,1329,0071100200,,,115926,
1000,Oct 2023,1330,0063580000,,-2466601,,
1000,Oct 2023,1330,0071100200,,,3170302,
1000,Oct 2023,1370,0063580000,,-3910621,,
1000,Oct 2023,1370,0071100200,,,4141655,
1000,Oct 2023,1370,0081100200,,,,-128100
1000,Oct 2023,1373,0063580000,,-2656153,,
1000,Oct 2023,1373,0071100200,,,33016524,
1000,Oct 2023,1373,0081100200,,,,-3483
1000,Oct 2023,1376,0063580000,,-670284,,
1000,Oct 2023,1376,0071100200,,,53878699,
1000,Oct 2023,1376,0081100200,,,,-1252766
1000,Oct 2023,1401,0071100200,,,5034410,
1000,Oct 2023,1401,0081100200,,,,-1854655
1000,Oct 2023,1402,0063580000,,-2114081,,
1000,Oct 2023,1402,0071100200,,,2124489,
1000,Oct 2023,1402,0081100200,,,,-6731
1000,Oct 2023,1404,0071100200,,,72537707,
1000,Oct 2023,1405,0071100200,,,424294,
1000,Oct 2023,1405,0081100200,,,,-1900
1000,Oct 2023,1409,0071100200,,,410039,
1000,Oct 2023,1445,0063580000,,-4629037,,
1000,Oct 2023,1445,0071100200,,,1975608,
1000,Oct 2023,1447,0063580000,,-1325530,,
1000,Oct 2023,1447,0071100200,,,1629279,
1000,Oct 2023,1447,0081100200,,,,-441614
1000,Oct 2023,1467,0071100200,,,370,
1000,Oct 2023,1470,0063580000,,-343259,,
1000,Oct 2023,1470,0071100200,,,1702003,
1000,Oct 2023,1473,0063580000,,-717062,,
1000,Oct 2023,1473,0071100200,,,169211,
1000,Oct 2023,1473,0081100200,,,,-1600
1000,Oct 2023,1477,0071100200,,,90000,
1000,Oct 2023,1489,0063580000,,-1974963,,
1000,Oct 2023,1489,0071100200,,,1767112,
1000,Oct 2023,1489,0081100200,,,,-2910
1000,Oct 2023,1493,0063580000,,-1950917,,
1000,Oct 2023,1493,0071100200,,,509243,
1000,Oct 2023,1493,0081100200,,,,-2110
1000,Oct 2023,1504,0063580000,,-2194607,,
1000,Oct 2023,1504,0071100200,,,3168923,
1000,Oct 2023,1504,0081100200,,,,-192089
1000,Oct 2023,1516,0063580000,,-1603805,,
1000,Oct 2023,1516,0071100200,,,340941,
1000,Oct 2023,1516,0081100200,,,,-827951
1000,Oct 2023,1517,0063580000,,-215752,,
1000,Oct 2023,1517,0071100200,,,436050,
1000,Oct 2023,1517,0081100200,,,,-300
1000,Oct 2023,1532,0063580000,,-625183,,
1000,Oct 2023,1532,0071100200,,,548634,
1000,Oct 2023,1532,0081100200,,,,-318807
1000,Oct 2023,1534,0071100200,,,3242667,
1000,Oct 2023,1534,0081100200,,,,-3737272
1000,Oct 2023,1539,0063580000,,-91971,,
1000,Oct 2023,1539,0071100200,,,881034,
1000,Oct 2023,1539,0081100200,,,,-1473041
1000,Oct 2023,1541,0063580000,,-1819186,,
1000,Oct 2023,1541,0071100200,,,2229321,
1000,Oct 2023,1541,0081100200,,,,375469
1000,Oct 2023,1548,0063580000,,-430848,,
1000,Oct 2023,1548,0071100200,,,4593812,
1000,Oct 2023,1548,0081100200,,,,-7853
1000,Oct 2023,1555,0063580000,,-1912144,,
1000,Oct 2023,1555,0071100200,,,121976,
1000,Oct 2023,1558,0071100200,,,594292,
1000,Oct 2023,1558,0081100200,,,,-249013
1000,Oct 2023,1565,0063580000,,-682799,,
1000,Oct 2023,1565,0071100200,,,2647424,
1000,Oct 2023,1565,0081100200,,,,-1258
1000,Oct 2023,1575,0071100200,,,55058,
1000,Oct 2023,1579,0071100200,,,1334697,
1000,Oct 2023,1579,0081100200,,,,-400
1000,Oct 2023,400000,0051510000,1939686,,,
1000,Oct 2023,400000,0071100200,,,95,
