Company Code,Month year,Plant Code,GL Account Code,FM 08_Finance Income,FM 09_Finance Expenses,FM 14_Other Income,FM 15_Other Expenses
1000,Dec 2024,1013,0063580000,,1300000,,
1000,Dec 2024,1013,0071100200,,,870809,
1000,Dec 2024,1013,0081100200,,,,-16904177
1000,Dec 2024,1115,0063580000,,-5919410,,
1000,Dec 2024,1115,0071100200,,,17720496,
1000,Dec 2024,1115,0081100200,,,,-5625401
1000,Dec 2024,1255,0063580000,,1053296,,
1000,Dec 2024,1255,0071100200,,,146452,
1000,Dec 2024,1255,0081100200,,,,-40
1000,Dec 2024,1256,0063580000,,-12735464,,
1000,Dec 2024,1256,0071100200,,,10093191,
1000,Dec 2024,1256,0081100200,,,,-9382505
1000,Dec 2024,1277,0063580000,,12516237,,
1000,Dec 2024,1277,0071100200,,,5402103,
1000,Dec 2024,1277,0081100200,,,,-2263
1000,Dec 2024,1278,0063580000,,5587354,,
1000,Dec 2024,1278,0071100200,,,25287,
1000,Dec 2024,1279,0063580000,,64000,,
1000,Dec 2024,1280,0063580000,,311140,,
1000,Dec 2024,1280,0071100200,,,25372,
1000,Dec 2024,1294,0063580000,,-1058750,,
1000,Dec 2024,1294,0071100200,,,-8333719,
1000,Dec 2024,1294,0081100200,,,,-70000000
1000,Dec 2024,1295,0063580000,,-472995,,
1000,Dec 2024,1295,0071100200,,,70416,
1000,Dec 2024,1307,0071100200,,,2310,
1000,Dec 2024,1307,0081100200,,,,-504
1000,Dec 2024,1314,0063580000,,-1719575,,
1000,Dec 2024,1314,0071100200,,,767435,
1000,Dec 2024,1314,0081100200,,,,-300
1000,Dec 2024,1316,0063580000,,-8264065,,
1000,Dec 2024,1316,0071100200,,,12571538,
1000,Dec 2024,1316,0081100200,,,,-3654382
1000,Dec 2024,1317,0063580000,,-956614,,
1000,Dec 2024,1317,0071100200,,,3630527,
1000,Dec 2024,1317,0081100200,,,,-80
1000,Dec 2024,1318,0063580000,,-1518666,,
1000,Dec 2024,1318,0071100200,,,1630445,
1000,Dec 2024,1318,0081100200,,,,-2090
1000,Dec 2024,1329,0071100200,,,7860,
1000,Dec 2024,1330,0071100200,,,3195045,
1000,Dec 2024,1330,0081100200,,,,-7496
1000,Dec 2024,1370,0063580000,,-1321979,,
1000,Dec 2024,1370,0071100200,,,5192930,
1000,Dec 2024,1373,0063580000,,-1460946,,
1000,Dec 2024,1373,0071100200,,,50759670,
1000,Dec 2024,1373,0081100200,,,,-1432347
1000,Dec 2024,1376,0063580000,,-1518759,,
1000,Dec 2024,1376,0071100200,,,1998965,
1000,Dec 2024,1376,0081100200,,,,-1027358
1000,Dec 2024,1401,0063580000,,365997,,
1000,Dec 2024,1401,0071100200,,,2706068,
1000,Dec 2024,1401,0081100200,,,,-12769748
1000,Dec 2024,1404,0063580000,,-948038,,
1000,Dec 2024,1404,0071100200,,,1043119,
1000,Dec 2024,1404,0081100200,,,,-4489998
1000,Dec 2024,1405,0071100200,,,130312,
1000,Dec 2024,1405,0081100200,,,,-9380
1000,Dec 2024,1409,0063580000,,10855400,,
1000,Dec 2024,1409,0071100200,,,480797,
1000,Dec 2024,1445,0071100200,,,4854447,
1000,Dec 2024,1447,0063580000,,-17091371,,
1000,Dec 2024,1447,0071100200,,,4200635,
1000,Dec 2024,1447,0081100200,,,,-1428767
1000,Dec 2024,1467,0071100200,,,2651550,
1000,Dec 2024,1467,0081100200,,,,-1
1000,Dec 2024,1473,0063580000,,4258753,,
1000,Dec 2024,1473,0071100200,,,587942,
1000,Dec 2024,1473,0081100200,,,,-4843
1000,Dec 2024,1477,0071100200,,,95308,
1000,Dec 2024,1489,0063580000,,-6537388,,
1000,Dec 2024,1489,0071100200,,,17414535,
1000,Dec 2024,1489,0081100200,,,,-770811
1000,Dec 2024,1493,0063580000,,5595372,,
1000,Dec 2024,1493,0071100200,,,238216,
1000,Dec 2024,1504,0063580000,,-571492,,
1000,Dec 2024,1504,0071100200,,,3449240,
1000,Dec 2024,1504,0081100200,,,,-4691657
1000,Dec 2024,1516,0063580000,,-3409504,,
1000,Dec 2024,1516,0071100200,,,815210,
1000,Dec 2024,1516,0081100200,,,,-1224302
1000,Dec 2024,1517,0063580000,,4057654,,
1000,Dec 2024,1517,0071100200,,,1941374,
1000,Dec 2024,1517,0081100200,,,,-757955
1000,Dec 2024,1532,0063580000,,209400,,
