Company Code,Month year,Plant Code,GL Account Code,FM 08_Finance Income,FM 09_Finance Expenses,FM 14_Other Income,FM 15_Other Expenses
1000,Jul 2023,1013,0071100200,,,1119507,
1000,Jul 2023,1115,0063580000,,-690774,,
1000,Jul 2023,1115,0071100200,,,3966533,
1000,Jul 2023,1115,0081100200,,,,-4728
1000,Jul 2023,1255,0063580000,,-2939111,,
1000,Jul 2023,1255,0071100200,,,1340,
1000,Jul 2023,1256,0063580000,,-4382481,,
1000,Jul 2023,1256,0071100200,,,2390139,
1000,Jul 2023,1256,0081100200,,,,-438800
1000,Jul 2023,1277,0063580000,,-5663640,,
1000,Jul 2023,1277,0071100200,,,6576720,
1000,Jul 2023,1277,0081100200,,,,-3349229
1000,Jul 2023,1278,0063580000,,-204050,,
1000,Jul 2023,1278,0071100200,,,52295,
1000,Jul 2023,1278,0081100200,,,,-200
1000,Jul 2023,1279,0063580000,,-540659,,
1000,Jul 2023,1279,0071100200,,,65855,
1000,Jul 2023,1279,0081100200,,,,-731
1000,Jul 2023,1280,0063580000,,-1329397,,
1000,Jul 2023,1280,0071100200,,,400,
1000,Jul 2023,1294,0063580000,,-370438,,
1000,Jul 2023,1294,0071100200,,,2131737,
1000,Jul 2023,1295,0063580000,,-267597,,
1000,Jul 2023,1295,0071100200,,,1975,
1000,Jul 2023,1307,0063580000,,-2409010,,
1000,Jul 2023,1307,0071100200,,,43266,
1000,Jul 2023,1307,0081100200,,,,-600
1000,Jul 2023,1308,0063580000,,-2515690,,
1000,Jul 2023,1308,0071100200,,,-965985,
1000,Jul 2023,1308,0081100200,,,,-4900
1000,Jul 2023,1314,0071100200,,,53756,
1000,Jul 2023,1314,0081100200,,,,-300
1000,Jul 2023,1316,0063580000,,-22083051,,
1000,Jul 2023,1316,0071100200,,,-7481365,
1000,Jul 2023,1316,0081100200,,,,-40000
1000,Jul 2023,1317,0063580000,,-1128600,,
1000,Jul 2023,1317,0071100200,,,171881,
1000,Jul 2023,1318,0063580000,,-3990503,,
1000,Jul 2023,1318,0071100200,,,136336,
1000,Jul 2023,1318,0081100200,,,,-2130
1000,Jul 2023,1329,0071100200,,,101,
1000,Jul 2023,1329,0081100200,,,,-1
1000,Jul 2023,1330,0063580000,,-3132157,,
1000,Jul 2023,1330,0071100200,,,923853,
1000,Jul 2023,1370,0063580000,,-813057,,
1000,Jul 2023,1370,0071100200,,,35354,
1000,Jul 2023,1370,0081100200,,,,-1499
1000,Jul 2023,1373,0063580000,,-12138682,,
1000,Jul 2023,1373,0071100200,,,2429879,
1000,Jul 2023,1373,0081100200,,,,-9232
1000,Jul 2023,1376,0063580000,,-3158979,,
1000,Jul 2023,1376,0071100200,,,522355,
1000,Jul 2023,1376,0081100200,,,,-867979
1000,Jul 2023,1401,0071100200,,,2062171,
1000,Jul 2023,1401,0081100200,,,,-47938
1000,Jul 2023,1402,0063580000,,-2563781,,
1000,Jul 2023,1402,0071100200,,,-2686713,
