Company Code,Month year,Plant Code,GL Account Code,FM 08_Finance Income,FM 09_Finance Expenses,FM 14_Other Income,FM 15_Other Expenses
1000,Jan 2022,1013,0081100200,,,,-1933888
1000,Jan 2022,1115,0071100200,,,1026874,
1000,Jan 2022,1115,0081100200,,,,-760000
1000,Jan 2022,1255,0063580000,,-175081,,
1000,Jan 2022,1255,0071100200,,,30320,
1000,Jan 2022,1256,0063580000,,-1298644,,
1000,Jan 2022,1256,0071100200,,,99562,
1000,Jan 2022,1256,0081100200,,,,-155000
1000,Jan 2022,1277,0063580000,,-778457,,
1000,Jan 2022,1277,0071100200,,,198587,
1000,Jan 2022,1277,0081100200,,,,-2666724
1000,Jan 2022,1279,0063580000,,-199175,,
1000,Jan 2022,1279,0081100200,,,,-40
1000,Jan 2022,1280,0071100200,,,1649,
1000,Jan 2022,1294,0063580000,,-5152173,,
1000,Jan 2022,1294,0071100200,,,47366,
1000,Jan 2022,1294,0081100200,,,,-193000
1000,Jan 2022,1295,0063580000,,-148665,,
1000,Jan 2022,1295,0071100200,,,99179,
1000,Jan 2022,1295,0081100200,,,,-2465
1000,Jan 2022,1308,0071100200,,,770,
1000,Jan 2022,1308,0081100200,,,,-150000
1000,Jan 2022,1314,0071100200,,,246248,
1000,Jan 2022,1314,0081100200,,,,-685720
1000,Jan 2022,1316,0063580000,,-1868749,,
1000,Jan 2022,1316,0071100200,,,2294505,
1000,Jan 2022,1316,0081100200,,,,-170000
1000,Jan 2022,1317,0071100200,,,27550,
1000,Jan 2022,1317,0081100200,,,,-33000
1000,Jan 2022,1318,0071100200,,,12715,
1000,Jan 2022,1318,0081100200,,,,-621928
1000,Jan 2022,1329,0071100200,,,1,
1000,Jan 2022,1330,0071100200,,,268176,
1000,Jan 2022,1330,0081100200,,,,-380840
1000,Jan 2022,1370,0071100200,,,122875,
1000,Jan 2022,1370,0081100200,,,,-1695406
1000,Jan 2022,1373,0063580000,,-1291197,,
1000,Jan 2022,1373,0071100200,,,669041,
1000,Jan 2022,1373,0081100200,,,,-1696040
1000,Jan 2022,1376,0063580000,,-1484819,,
1000,Jan 2022,1376,0071100200,,,930359,
1000,Jan 2022,1376,0081100200,,,,-1080968
1000,Jan 2022,1401,0071100200,,,1241987,
1000,Jan 2022,1401,0081100200,,,,0
1000,Jan 2022,1402,0071100200,,,322698,
1000,Jan 2022,1402,0081100200,,,,-61683
1000,Jan 2022,1404,0071100200,,,60322,
1000,Jan 2022,1404,0081100200,,,,-55000
1000,Jan 2022,1405,0071100200,,,-10,
1000,Jan 2022,1409,0071100200,,,953234,
1000,Jan 2022,1445,0063580000,,-249975,,
1000,Jan 2022,1445,0071100200,,,85239,
1000,Jan 2022,1445,0081100200,,,,-314150
1000,Jan 2022,1447,0063580000,,-5686821,,
1000,Jan 2022,1447,0071100200,,,531414,
1000,Jan 2022,1447,0081100200,,,,-795300
1000,Jan 2022,1467,0081100200,,,,-100
1000,Jan 2022,1470,0071100200,,,56101,
1000,Jan 2022,1473,0071100200,,,72280,
1000,Jan 2022,1477,0081100200,,,,-1175
1000,Jan 2022,1489,0063580000,,-909183,,
1000,Jan 2022,1489,0071100200,,,149968,
1000,Jan 2022,1489,0081100200,,,,-167500
1000,Jan 2022,1493,0071100200,,,8680,
1000,Jan 2022,1493,0081100200,,,,-640
1000,Jan 2022,1504,0063580000,,-1097741,,
1000,Jan 2022,1504,0071100200,,,1502153,
1000,Jan 2022,1504,0081100200,,,,-588100
1000,Jan 2022,1516,0063580000,,-300086,,
1000,Jan 2022,1516,0071100200,,,144860,
1000,Jan 2022,1516,0081100200,,,,-297486
1000,Jan 2022,1517,0071100200,,,7631,
1000,Jan 2022,1517,0081100200,,,,-476160
1000,Jan 2022,400000,0051510000,2215754,,,
1000,Jan 2022,400000,0071100200,,,173478,
1000,Jan 2022,400000,0081100200,,,,-3
1000,Feb 2022,1013,0071100200,,,819,
1000,Feb 2022,1013,0081100200,,,,-1591430
1000,Feb 2022,1115,0063580000,,-827304,,
1000,Feb 2022,1115,0071100200,,,1192898,
1000,Feb 2022,1115,0081100200,,,,-125010
1000,Feb 2022,1255,0071100200,,,1373,
1000,Feb 2022,1255,0081100200,,,,-220000
1000,Feb 2022,1256,0063580000,,-4201552,,
1000,Feb 2022,1256,0071100200,,,4888,
1000,Feb 2022,1256,0081100200,,,,-1060494
1000,Feb 2022,1277,0063580000,,-592147,,
1000,Feb 2022,1277,0071100200,,,59595,
1000,Feb 2022,1277,0081100200,,,,-2020351
1000,Feb 2022,1278,0071100200,,,10243,
1000,Feb 2022,1279,0071100200,,,6478,
1000,Feb 2022,1279,0081100200,,,,-1600
1000,Feb 2022,1280,0071100200,,,382388,
1000,Feb 2022,1280,0081100200,,,,-180
1000,Feb 2022,1294,0071100200,,,410794,
1000,Feb 2022,1294,0081100200,,,,-273000
1000,Feb 2022,1295,0071100200,,,9821,
1000,Feb 2022,1295,0081100200,,,,-480
1000,Feb 2022,1307,0071100200,,,128370,
1000,Feb 2022,1308,0071100200,,,829091,
1000,Feb 2022,1308,0081100200,,,,-190500
1000,Feb 2022,1314,0071100200,,,32261,
1000,Feb 2022,1314,0081100200,,,,-761210
1000,Feb 2022,1316,0071100200,,,3605675,
1000,Feb 2022,1316,0081100200,,,,-185000
1000,Feb 2022,1317,0063580000,,-981515,,
1000,Feb 2022,1317,0071100200,,,927675,
1000,Feb 2022,1318,0063580000,,-533695,,
1000,Feb 2022,1318,0071100200,,,6503,
1000,Feb 2022,1318,0081100200,,,,-505370
1000,Feb 2022,1330,0071100200,,,192354,
1000,Feb 2022,1330,0081100200,,,,-4111000
1000,Feb 2022,1370,0063580000,,-3192905,,
1000,Feb 2022,1370,0071100200,,,70106,
1000,Feb 2022,1370,0081100200,,,,-2001007
1000,Feb 2022,1373,0063580000,,-636273,,
1000,Feb 2022,1373,0071100200,,,14547139,
1000,Feb 2022,1373,0081100200,,,,-1737012
1000,Feb 2022,1376,0063580000,,-4265440,,
1000,Feb 2022,1376,0071100200,,,572584,
1000,Feb 2022,1376,0081100200,,,,-768991
1000,Feb 2022,1401,0071100200,,,695509,
1000,Feb 2022,1401,0081100200,,,,0
1000,Feb 2022,1402,0071100200,,,4004,
1000,Feb 2022,1404,0071100200,,,40510,
1000,Feb 2022,1404,0081100200,,,,-165000
1000,Feb 2022,1405,0071100200,,,10000,
1000,Feb 2022,1405,0081100200,,,,-375500
1000,Feb 2022,1409,0071100200,,,155588,
1000,Feb 2022,1409,0081100200,,,,-440584
1000,Feb 2022,1445,0071100200,,,44079,
1000,Feb 2022,1445,0081100200,,,,-125000
1000,Feb 2022,1447,0063580000,,-913535,,
1000,Feb 2022,1447,0071100200,,,2143310,
1000,Feb 2022,1447,0081100200,,,,-2385000
1000,Feb 2022,1467,0063580000,,-2277612,,
1000,Feb 2022,1467,0071100200,,,189659,
1000,Feb 2022,1470,0071100200,,,50140,
1000,Feb 2022,1473,0071100200,,,107186,
1000,Feb 2022,1473,0081100200,,,,-50000
1000,Feb 2022,1477,0071100200,,,293950,
1000,Feb 2022,1477,0081100200,,,,-520
1000,Feb 2022,1489,0063580000,,-893105,,
1000,Feb 2022,1489,0071100200,,,143806,
1000,Feb 2022,1489,0081100200,,,,-817000
1000,Feb 2022,1493,0071100200,,,17204,
1000,Feb 2022,1504,0063580000,,-2316901,,
1000,Feb 2022,1504,0071100200,,,57109,
1000,Feb 2022,1504,0081100200,,,,0
1000,Feb 2022,1516,0071100200,,,76292,
1000,Feb 2022,1516,0081100200,,,,-991000
1000,Feb 2022,1517,0071100200,,,72054,
1000,Feb 2022,1517,0081100200,,,,0
1000,Feb 2022,400000,0051510000,3257220,,,
1000,Feb 2022,400000,0071100200,,,448891,
1000,Feb 2022,400000,0081100200,,,,-240
1000,Mar 2022,1013,0071100200,,,303826,
1000,Mar 2022,1115,0071100200,,,1999396,
1000,Mar 2022,1115,0081100200,,,,-30000
1000,Mar 2022,1255,0063580000,,-87537,,
1000,Mar 2022,1255,0071100200,,,187800,
1000,Mar 2022,1255,0081100200,,,,-147560
1000,Mar 2022,1256,0071100200,,,522837,
1000,Mar 2022,1256,0081100200,,,,-50027
1000,Mar 2022,1277,0063580000,,-112517,,
1000,Mar 2022,1277,0071100200,,,1277987,
1000,Mar 2022,1277,0081100200,,,,-810487
1000,Mar 2022,1278,0063580000,,-1080530,,
1000,Mar 2022,1278,0071100200,,,6000,
1000,Mar 2022,1280,0071100200,,,2977,
1000,Mar 2022,1294,0071100200,,,35100,
1000,Mar 2022,1294,0081100200,,,,-622500
1000,Mar 2022,1295,0063580000,,-1306804,,
1000,Mar 2022,1295,0071100200,,,13936,
1000,Mar 2022,1295,0081100200,,,,-140540
1000,Mar 2022,1307,0071100200,,,150000,
